X,thresh,start_time,end_time,id,centr,conflict,state,turn,dur,ang_vel,outcome,dist2pred,dist2fc,diff_flock_start,diff_flock_end,fl_turn,mainFlock_size,subFlock_size,dist_group,fl_size
3798,2,193.6,195.2,0,7.13275,1,2,-13.61758481,1.6,-8.510990509,turn,19.5679,6.01984,-4.817725126,-23.961345,-32.76120468,8,8,Oct/20,s
3799,2,350.6,350.8,0,1.56573,1,2,-3.549408783,0.2,-17.74704392,turn,35.5152,1.14965,5.687310424,-16.16923602,-25.40595522,8,8,30-40,s
3800,2,379.4,382.2,0,10.4213,0,2,-34.18302594,2.8,-12.20822355,split,40.193,9.16895,-1.222185157,-11.72391116,-44.68475194,7,7,40-50,s
3801,2,431.4,435,0,1.99155,0,2,29.33797441,3.6,8.149437336,turn,30.0602,1.91861,-4.662023896,14.8362506,48.8362489,8,8,30-40,s
3802,2,464,465.6,0,9.59377,0,2,-5.239407117,1.6,-3.274629448,turn,41.6177,7.67417,-5.12197128,45.17388093,45.05644509,7,7,40-50,s
3803,2,490,490.8,0,0.78871,0,2,-16.21940502,0.8,-20.27425628,split,538.96,0.88448,4.922648194,NA,NA,8,8,>60,s
3804,2,229,229.6,1,0.998653,0,2,-14.0261,0.6,-23.37683333,turn,33.1651,1.24031,4.44383224,-13.0348691,-31.50480134,8,8,30-40,s
3805,2,327.2,328,2,1.55346,1,2,-30.16829799,0.8,-37.71037249,split,80.314,2.24143,5.86784126,12.14058902,-23.89555023,7,7,>60,s
3806,2,492,496,2,1.35203,1,2,-0.168265262,4,-0.042066315,split,39.4185,1.22319,4.158092504,NA,NA,7,7,30-40,s
3807,2,14.4,17.6,3,2.2368,0,2,10.35276205,3.2,3.235238142,split,50.9258,2.06311,-8.176380722,-13.87000434,4.659138439,8,8,50-60,s
3808,2,49.6,50.8,3,0.579113,0,2,-1.297599623,1.2,-1.081333019,split,27.474,0.535302,-9.722699235,-48.82890085,-40.40380124,8,8,20-30,s
3809,2,192.8,195.2,3,2.30863,1,2,-7.909260616,2.4,-3.295525257,split,22.3015,2.84561,-11.46340677,-41.66539178,-38.11124563,8,8,20-30,s
3810,2,279,281.2,3,0.933862,1,2,5.141478744,2.2,2.337035793,turn,86.1703,0.803236,-0.494707501,-6.057349615,-0.421163371,8,8,>60,s
3811,2,301,304.8,3,4.15629,1,2,51.26158157,3.8,13.48988989,split,392.707,4.3774,-2.272670535,-60.03584883,-6.501596722,8,8,>60,s
3812,2,399.4,399.6,3,1.98541,0,2,10.82655875,0.2,54.13279375,turn,133.705,1.53792,-3.760326859,-0.318531249,14.26835436,8,8,>60,s
3813,2,451.6,453.4,3,0.770969,1,2,5.083238674,1.8,2.824021486,split,52.5221,2.43478,-11.48917357,-16.7505767,-0.178164455,8,8,50-60,s
3814,2,473,474.8,3,4.03702,0,2,-17.98111154,1.8,-9.989506412,split,105.306,2.13703,-1.676190436,25.53032886,9.225407754,4,4,>60,s
3815,2,492.4,493.8,3,1.66043,0,2,20.90981786,1.4,14.93558418,turn,40.6389,1.23409,11.06120023,3.745086199,13.59370382,7,7,40-50,s
3816,2,177.2,179.2,4,2.62434,0,2,-11.72125715,2,-5.860628576,split,34.2353,2.8388,-4.522200774,-34.28137306,-41.48042944,8,8,30-40,s
3817,2,203.8,204.8,4,9.91905,0,2,-0.25879893,1,-0.25879893,split,76.3226,6.97512,-7.548623278,-9.170362926,-1.880538578,8,8,>60,s
3818,2,278.2,281,4,2.33562,1,2,1.713692431,2.8,0.612033011,turn,85.5384,2.52439,0.959636896,-0.264547682,0.489507853,8,8,>60,s
3819,2,448.4,450.8,4,1.10093,1,2,-2.452813223,2.4,-1.02200551,split,52.4775,4.17877,7.023051007,15.86822309,6.392358858,8,8,50-60,s
3820,2,21.4,22.6,5,2.81431,1,2,8.557633618,1.2,7.131361348,turn,62.7552,3.54106,-3.709806249,-2.571912901,9.695526966,7,7,>60,s
3821,2,290,293,5,4.73995,1,2,-18.64254284,3,-6.214180946,split,35.3195,4.7085,-8.754329706,-42.31449378,-52.20270691,8,8,30-40,s
3822,2,300.4,301,5,12.449,1,2,11.87549522,0.6,19.79249203,turn,12.9215,8.01219,25.5966187,20.16941271,6.448289227,6,6,Oct/20,s
3823,2,398,400.4,5,2.87401,0,2,25.09766687,2.4,10.45736119,turn,136.713,3.98941,-6.871271873,1.505910812,33.47484955,8,8,>60,s
3824,2,462.4,463.8,5,1.55758,1,2,36.5164327,1.4,26.08316621,split,48.3038,2.39941,-17.49666281,-49.74466365,4.268431853,8,8,40-50,s
3825,2,32.8,35.8,6,1.62557,0,2,-10.5157776,3,-3.505259199,turn,72.5238,1.7809,-7.940240181,-1.257056794,-3.83259421,8,8,>60,s
3826,2,293,295.2,6,1.89565,0,2,0.346406611,2.2,0.15745755,split,30.1128,1.60351,-1.358597496,-13.41733336,-11.71232926,7,7,30-40,s
3827,2,313,314.4,6,4.76198,0,2,13.58448648,1.4,9.703204626,split,36.6077,3.7929,19.92931676,21.89051272,15.54568243,7,7,30-40,s
3828,2,330.6,331.4,6,4.92802,0,2,-12.969794,0.8,-16.2122425,turn,67.8005,2.90968,-8.632644222,1.235167156,-3.101982619,7,7,>60,s
3829,2,74.6,77,7,1.21516,0,2,7.982638647,2.4,3.326099436,turn,47.3274,1.58647,5.167369598,-2.465870832,0.349398217,8,8,40-50,s
3830,2,131.2,133.4,7,1.25618,1,2,57.54677671,2.2,26.15762578,split,33.0592,1.50791,-17.57241796,4.315651919,79.43484658,8,8,30-40,s
3831,2,239,240.8,7,5.73446,1,2,46.97705811,1.8,26.09836562,turn,8.40561,7.01849,1.944343641,7.096524574,52.12923904,8,8,<10,s
3832,2,372.8,376.8,7,3.70558,0,2,-36.33160071,4,-9.082900177,split,23.9919,5.22488,-4.0085403,36.81504414,4.491983728,8,8,20-30,s
3833,2,444.2,446.8,7,1.92637,0,2,0.129726443,2.6,0.049894786,turn,59.3397,2.17448,-7.068672617,-7.556513351,-0.35811429,8,8,50-60,s
3834,2,35.4,36.2,0,2.63906,0,2,-63.22055692,0.8,-79.02569615,split,37.7576,2.76953,4.46977542,NA,NA,8,8,30-40,s
3835,2,119.4,121,0,5.35208,0,2,1.369218953,1.6,0.855761845,split,3.30236,5.63079,20.91068983,NA,NA,7,7,<10,s
3836,2,155.2,157.4,0,1.20096,1,2,-17.4708865,2.2,-7.941312046,turn,55.8823,1.6065,2.701439774,-0.743831712,-20.91615799,8,8,50-60,s
3837,2,254.6,255.8,0,1.37525,1,2,-116.7793447,1.2,-97.31612057,split,24.7363,3.60934,14.86146395,104.170013,-27.4707956,8,8,20-30,s
3838,2,357.4,361.4,0,1.78542,1,2,16.8315419,4,4.207885476,split,28.9897,1.60643,11.01575125,NA,NA,5,5,20-30,s
3839,2,12,14.6,1,6.06712,0,2,23.52456428,2.6,9.047909338,turn,34.0062,7.30159,-1.380397692,-14.80230108,10.10266089,8,8,30-40,s
3840,2,56.6,60,1,3.55408,1,2,-57.90341634,3.4,-17.03041657,turn,49.8271,2.89381,10.25813559,-17.96857433,-86.13012626,8,8,40-50,s
3841,2,65.6,67,1,3.47857,1,2,-4.91734725,1.4,-3.512390893,turn,456.827,4.96296,-4.811101293,3.666823071,3.560577114,8,8,>60,s
3842,2,109.8,110.2,1,3.8132,1,2,-3.294527549,0.4,-8.236318873,turn,36.1709,5.34031,-7.890656933,-18.88576606,-14.28963668,8,8,30-40,s
3843,2,176.2,180.2,1,1.67163,1,2,48.22603451,4,12.05650863,turn,30.6477,1.54512,-11.47760248,-11.29148152,48.41215546,8,8,30-40,s
3844,2,312.8,316.8,1,4.02834,1,2,-0.1945092,4,-0.0486273,split,22.2904,4.72533,2.290359465,-77.02691306,-79.51178172,7,7,20-30,s
3845,2,487.6,491.6,1,3.38367,1,2,-4.783661291,4,-1.195915323,turn,483.275,5.80908,1.703813662,-26.81518295,-33.3026579,8,8,>60,s
3846,2,175.4,178.8,2,1.29327,1,2,15.65476749,3.4,4.604343378,split,23.021,0.898147,2.655155672,48.26728056,61.26689238,8,8,20-30,s
3847,2,237.6,239.2,2,1.91448,0,2,-9.934006417,1.6,-6.208754011,split,39.7323,1.66756,-9.467369497,-44.92828168,-45.3949186,8,8,30-40,s
3848,2,390.8,392.4,2,0.514094,0,2,-15.19222565,1.6,-9.49514103,turn,59.5369,0.426813,-7.286565554,8.814695447,0.909035353,5,5,50-60,s
3849,2,68.8,69.2,3,2.05558,0,2,22.31557224,0.4,55.78893059,split,501.677,3.32122,5.868309039,-14.61361823,1.83364497,8,8,>60,s
3850,2,256.4,258.6,3,1.79435,0,2,-21.83589569,2.2,-9.925407133,turn,20.4186,2.2811,8.744660246,-27.44352215,-58.02407809,7,7,20-30,s
3851,2,359.2,360,3,1.10312,0,2,-0.680144672,0.8,-0.850180839,turn,56.2767,2.51564,10.5001204,2.377082078,-8.803182995,5,5,50-60,s
3852,2,419.2,420.2,3,16.5091,1,2,29.04517944,1,29.04517944,turn,21.3846,12.445,-5.554450887,11.62828227,46.22791259,6,6,20-30,s
3853,2,433.4,436.2,3,1.6946,0,2,9.307451125,2.8,3.324089687,turn,38.7049,2.02604,-15.12244558,-4.271347033,20.15854967,6,6,30-40,s
3854,2,440,441.8,3,3.95644,1,2,-3.942098503,1.8,-2.190054724,split,44.9725,2.27639,8.109930802,-32.65215388,-44.70418319,6,6,40-50,s
3855,2,63.4,64.2,4,4.55508,1,2,6.327796738,0.8,7.909745922,turn,434.927,3.67011,2.453899633,5.377032275,9.25092938,8,8,>60,s
3856,2,109.8,111.4,4,2.58118,1,2,-23.20336706,1.6,-14.50210441,turn,33.88,0.538636,6.515093723,14.77571179,-14.94274899,8,8,30-40,s
3857,2,118.8,119.6,4,8.53199,1,2,3.245768653,0.8,4.057210816,turn,1.03235,9.88649,-1.143048008,-8.004747022,-3.615930362,6,6,<10,s
3858,2,208.4,211.8,4,0.586172,1,2,31.48024804,3.4,9.258896483,split,82.6589,0.504143,-4.303383983,-27.9693927,7.814239322,8,8,>60,s
3859,2,290.2,292.2,4,3.71156,0,2,-27.7059235,2,-13.85296175,split,46.8392,1.75983,10.73580025,90.42304754,51.98132379,8,8,40-50,s
3860,2,457.8,459.2,4,14.2065,1,2,40.34921553,1.4,28.82086823,split,57.813,11.102,1.296741196,-47.6335436,-8.581069274,6,6,50-60,s
3861,2,11.8,13,5,1.64163,0,2,30.23374277,1.2,25.19478564,split,34.5555,2.44076,1.142433361,-11.59066996,17.50063945,8,8,30-40,s
3862,2,118.4,119.8,5,6.10731,0,2,2.772065677,1.4,1.980046912,split,13.3584,4.1667,19.55336319,NA,NA,5,5,Oct/20,s
3863,2,314.6,318.6,5,1.56492,1,2,-3.445980591,4,-0.861495148,split,23.2208,0.781193,-2.67395608,-86.56186709,-87.3338916,7,7,20-30,s
3864,2,98.2,100.4,6,0.747885,0,2,16.81915563,2.2,7.645070739,split,76.3266,1.09653,-5.121650898,-25.19682094,-3.256014413,8,8,>60,s
3865,2,356.6,360,6,1.61928,0,2,52.73796012,3.4,15.51116474,split,17.409,1.6544,-9.179255389,-42.41584555,19.50136996,5,5,Oct/20,s
3866,2,489.6,491.2,6,1.64581,0,2,-26.21324824,1.6,-16.38328015,turn,516.08,3.64899,-4.613330447,4.126496762,-17.47342103,8,8,>60,s
3867,2,4.6,8.6,7,2.50446,0,2,21.16426043,4,5.291065108,turn,470.55,3.03673,14.44429529,-11.90936416,-5.189399019,8,8,>60,s
3868,2,97.6,98.8,7,2.35133,1,2,6.557754511,1.2,5.464795426,turn,76.8838,2.40038,9.927076827,1.789002174,-1.580320142,8,8,>60,s
3869,2,348.6,351,7,3.07327,1,2,1.827976872,2.4,0.76165703,turn,36.6751,1.89877,13.45717223,0.508629121,-11.12056624,5,5,30-40,s
3870,2,434.4,435.8,7,1.18236,0,2,9.657812079,1.4,6.898437199,turn,44.3077,1.59868,0.820715922,3.80105161,12.63814777,6,6,40-50,s
3871,2,54.6,57,0,1.83779,1,2,-64.97970541,2.4,-27.07487726,split,48.9762,2.20002,2.086112169,-31.00323239,-98.06904997,7,7,40-50,s
3872,2,91.2,92.4,0,2.73308,0,2,-97.63596867,1.2,-81.36330722,split,91.86,3.72187,8.146549507,NA,NA,7,7,>60,s
3873,2,138.6,139.2,0,3.74725,0,2,-18.57300766,0.6,-30.95501277,turn,13.9123,3.07435,1.531521412,-4.436478707,-24.54100778,7,7,Oct/20,s
3874,2,158.2,159.6,0,2.52998,1,2,-93.17936722,1.4,-66.55669087,split,68.5135,2.01005,3.456013026,16.54516276,-80.09021749,7,7,>60,s
3875,2,255.6,259.4,0,5.43434,1,2,138.1179427,3.8,36.34682703,split,19.4895,4.87889,-21.59118549,38.88193865,-161.4089332,7,7,Oct/20,s
3876,2,331,332,0,1.87286,0,2,-84.11220943,1,-84.11220943,split,41.5105,2.74717,8.563518446,NA,NA,8,8,40-50,s
3877,2,55,58.2,1,1.86329,0,2,-109.4996031,3.2,-34.21862596,split,48.586,0.954098,6.800159916,20.43586749,-95.8638955,7,7,40-50,s
3878,2,224.8,225.2,1,5.77171,1,2,-28.926404,0.4,-72.31601001,split,33.6733,7.6868,-1.306793447,15.63503672,-11.98457383,7,7,30-40,s
3879,2,72.6,74.2,2,1.85511,1,2,-1.93088843,1.6,-1.206805269,split,19.5595,1.78576,0.539568962,-56.31494658,-58.78540397,6,6,Oct/20,s
3880,2,133.8,137,2,1.7284,1,2,-5.921681388,3.2,-1.850525434,split,19.6069,1.10748,4.261683586,-61.34687712,-71.5302421,8,8,Oct/20,s
3881,2,265.2,266.4,2,2.56773,1,2,-6.046048149,1.2,-5.038373457,split,213.609,0.943503,0.566480595,1.155797304,-5.45673144,4,4,>60,s
3882,2,356.8,359.6,2,2.24759,1,2,-1.306889857,2.8,-0.466746378,turn,51.642,1.85469,-2.564786719,26.85619691,28.11409377,7,7,50-60,s
3883,2,417.4,420.8,2,1.94687,0,2,-18.50260049,3.4,-5.44194132,split,133.178,2.70945,5.392925867,20.73282454,-3.162701818,7,7,>60,s
3884,2,55,56.6,3,0.854511,1,2,-3.043465073,1.6,-1.90216567,split,50.4423,1.76177,-1.340941652,-68.78442325,-70.48694667,7,7,50-60,s
3885,2,127.4,130.4,3,1.54731,1,2,4.748354883,3,1.582784961,turn,433.824,1.23628,2.910924908,-4.806822819,-2.969392845,3,3,>60,s
3886,2,138.4,142.2,3,2.43564,1,2,-33.68920445,3.8,-8.865580118,turn,13.3864,2.66968,-2.837933337,5.844559206,-25.0067119,7,7,Oct/20,s
3887,2,186.6,187.6,3,0.896801,1,2,-46.50265064,1,-46.50265064,split,499.857,0.803742,9.096238153,1.390324351,-54.20856444,6,6,>60,s
3888,2,193.8,194.2,3,10.7485,0,2,-1.589515829,0.4,-3.973789572,split,24.9854,8.73674,0.843566852,-22.65972019,-25.09280287,7,7,20-30,s
3889,2,350,353.4,3,4.26304,1,2,-51.75381863,3.4,-15.22171136,split,35.3811,1.8893,-18.08290285,-33.0727224,-66.74363818,8,8,30-40,s
3890,2,407.2,411.2,3,2.58402,1,2,0.450064446,4,0.112516111,split,34.3869,2.28683,1.418794534,-50.46510503,-51.43383512,8,8,30-40,s
3891,2,75.6,78.4,4,6.98395,1,2,0.025567079,2.8,0.0091311,split,55.999,4.71445,-6.192086104,10.89222914,17.10988233,5,5,50-60,s
3892,2,229.8,230.8,4,0.909214,1,2,22.86141319,1,22.86141319,turn,32.6067,1.94819,-7.425707627,-10.45763543,19.82948538,5,5,30-40,s
3893,2,476.8,478.6,4,1.06003,0,2,-5.779065013,1.8,-3.210591674,turn,222.625,0.986328,-8.250844265,-3.384345053,-0.912565801,7,7,>60,s
3894,2,51,52.8,5,1.28394,1,2,-6.134843303,1.8,-3.408246279,split,33.0695,1.98249,-0.324387615,-42.26204151,-48.07249719,8,8,30-40,s
3895,2,322,322.6,5,2.53034,1,2,-26.02262725,0.6,-43.37104542,turn,47.54,2.2285,-7.013366784,-22.33588835,-41.34514881,8,8,40-50,s
3896,2,374.2,374.8,5,1.5099,1,2,1.976285715,0.6,3.293809525,turn,22.3541,2.27457,18.61244018,-15.22922893,-31.8653834,8,8,20-30,s
3897,2,430.8,434.2,6,1.14248,1,2,-147.5402089,3.4,-43.39417908,split,107.968,0.962478,-6.111973941,16.73956767,-124.6886672,7,7,>60,s
3898,2,164,165.8,7,13.2329,1,2,-54.34509723,1.8,-30.19172069,split,64.6395,8.99265,-7.034946319,46.78850506,-0.521645852,5,5,>60,s
3899,2,226,227.6,7,2.45229,1,2,-21.23082508,1.6,-13.26926567,split,34.4041,3.6943,-3.317465171,13.18005128,-4.733308623,6,6,30-40,s
3900,2,258.2,260.4,7,5.08956,0,2,-14.05564761,2.2,-6.388930732,split,29.509,3.92677,-33.41395566,-141.7791242,-122.4208161,7,7,20-30,s
3901,2,371.6,374.2,7,0.53976,0,2,-6.862730669,2.6,-2.639511796,split,29.2309,0.603301,-2.278376318,-36.15938813,-40.74374248,8,8,20-30,s
3902,2,57,58.8,0,10.084,0,2,36.99086235,1.8,20.55047908,split,6.19611,7.7824,-9.361339592,NA,NA,8,8,<10,s
3903,2,106.8,108.2,0,1.02966,1,2,-78.29921743,1.4,-55.92801245,split,134.866,2.09738,-0.970627235,76.67616553,-0.65242467,8,8,>60,s
3904,2,268,272,0,1.25849,0,2,-84.74518552,4,-21.18629638,turn,39.0603,1.66966,-5.737045866,NA,NA,8,8,30-40,s
3905,2,333.4,334.2,0,1.38936,0,2,-7.992706454,0.8,-9.990883068,turn,62.6213,1.03492,11.87834984,-5.329224961,-25.20028126,7,7,>60,s
3906,2,362.8,365.4,0,4.36373,1,2,-3.772870859,2.6,-1.451104176,turn,484.83,6.37174,1.86655161,-3.106521623,-8.745944091,6,6,>60,s
3907,2,478.6,479.8,0,7.37789,1,2,-89.45615905,1.2,-74.54679921,split,13.9655,6.86459,-10.05646832,100.2733386,20.87364782,8,8,Oct/20,s
3908,2,54.6,55.2,1,6.02271,1,2,20.13706615,0.6,33.56177691,turn,22.5514,4.87176,0.100934195,20.37938343,40.41551538,8,8,20-30,s
3909,2,89.2,92.4,1,1.15662,0,2,105.7182983,3.2,33.03696822,split,60.1022,1.4226,-5.588325136,-18.53532556,92.7712979,8,8,>60,s
3910,2,144.4,146.6,1,0.976141,0,2,3.422261814,2.2,1.555573552,turn,70.4738,1.40476,4.391594957,4.380815342,3.411482198,7,7,>60,s
3911,2,180.2,183.6,1,7.25853,1,2,23.30615109,3.4,6.854750319,split,74.9904,8.7279,5.027983945,-17.8196426,0.458524541,7,7,>60,s
3912,2,204.6,206.2,1,3.74629,1,2,-25.79288176,1.6,-16.1205511,turn,41.752,2.77125,17.76104753,-26.33810918,-69.89203846,8,8,40-50,s
3913,2,358.2,359.6,1,3.5088,0,2,-10.54264556,1.4,-7.530461114,turn,37.5884,2.95407,5.269100079,-16.60133291,-32.41307855,6,6,30-40,s
3914,2,371.6,375,1,1.1614,0,2,1.0513864,3.4,0.309231294,turn,32.9058,3.62931,-13.64704553,-21.52713166,-6.828699732,7,7,30-40,s
3915,2,173.4,175.4,2,5.03489,1,2,-12.1261829,2,-6.063091452,split,28.8122,4.27662,6.642297819,40.95379862,22.1853179,8,8,20-30,s
3916,2,319.6,323.6,2,6.09397,0,2,3.329758678,4,0.83243967,split,35.9437,5.77351,-4.690751022,-11.58298798,-3.562478284,7,7,30-40,s
3917,2,433.6,434,2,0.480495,1,2,7.975443195,0.4,19.93860799,turn,38.921,1.21918,5.835188804,14.75436133,16.89461572,8,8,30-40,s
3918,2,192,194.8,3,6.95194,0,2,23.56581271,2.8,8.41636168,turn,40.7126,10.1332,3.123990228,-15.78382449,4.657997989,8,8,40-50,s
3919,2,336.2,338.8,3,1.85881,0,2,52.7982054,2.6,20.30700208,split,61.1697,1.70587,-22.90716489,9.157222529,84.86259281,7,7,>60,s
3920,2,474.4,478,3,1.39052,1,2,-8.666016486,3.6,-2.407226802,split,38.5513,2.22002,8.371378566,-64.56340508,-81.60080014,8,8,30-40,s
3921,2,16.2,18.2,4,1.7758,1,2,-17.31811574,2,-8.659057871,split,69.1803,1.65553,-0.362896391,21.33271546,4.377496109,8,8,>60,s
3922,2,38.8,40.2,4,2.92541,0,2,2.66712734,1.4,1.905090957,turn,68.7714,2.41867,3.123553949,4.418980338,3.962553728,8,8,>60,s
3923,2,60,62.2,4,4.02141,1,2,1.553772885,2.2,0.706260402,split,43.0585,2.3243,4.10633735,NA,NA,7,7,40-50,s
3924,2,190.2,191.8,4,6.03801,1,2,23.1803274,1.6,14.48770462,turn,531.951,3.47238,-4.92963416,-1.53979987,26.57016169,7,7,>60,s
3925,2,239.8,240,4,2.04539,1,2,1.115369839,0.2,5.576849195,turn,43.9282,1.83922,0.120474198,9.152501434,10.14739707,8,8,40-50,s
3926,2,295.8,296.6,4,4.25606,1,2,8.680038877,0.8,10.8500486,turn,55.7322,2.83416,1.937570509,-13.40417,-6.661701628,8,8,50-60,s
3927,2,350.4,354,4,7.8909,0,2,-2.463422262,3.6,-0.684283962,split,48.7445,4.67661,2.395345397,-19.74414971,-24.60291737,7,7,40-50,s
3928,2,364.6,365.6,4,9.02171,1,2,4.705948676,1,4.705948676,split,490.362,5.19845,-2.558806332,-9.554108087,-2.289353079,7,7,>60,s
3929,2,442,445.6,4,2.23973,1,2,-74.72893776,3.6,-20.75803827,split,52.3974,1.89038,-3.996184305,68.18546992,-2.547283531,8,8,50-60,s
3930,2,377.2,380.4,5,1.79567,1,2,-13.70240136,3.2,-4.282000426,split,41.9318,0.831221,5.926916224,4.337721472,-15.29159612,6,6,40-50,s
3931,2,413,413.2,5,6.39523,1,2,3.175016511,0.2,15.87508256,turn,39.6532,4.1162,7.153071608,32.1108812,28.13282611,8,8,30-40,s
3932,2,442,444,5,4.24091,1,2,-43.85128848,2,-21.92564424,split,50.8032,3.47375,3.437261617,46.25640771,-1.032142382,8,8,50-60,s
3933,2,479.6,479.8,5,5.62036,1,2,26.09834599,0.2,130.49173,split,5.85541,4.42872,0.592219097,-21.76609651,3.740030389,6,6,<10,s
3934,2,290.2,290.8,7,1.21792,1,2,27.77176391,0.6,46.28627318,turn,50.1563,1.49829,-10.50001602,17.64364255,55.91542248,8,8,50-60,s
3935,2,315.6,319.6,7,1.64402,0,2,-51.39715547,4,-12.84928887,split,25.3969,1.54254,8.01433698,101.4402081,42.02871566,8,8,20-30,s
3936,2,300.4,301,0,8.19567,1,2,-31.41302887,0.6,-52.35504811,split,170.163,7.59717,0.476673212,NA,NA,7,7,>60,s
3937,2,349.8,351.6,0,4.51211,1,2,83.92055144,1.8,46.62252858,turn,32.5138,5.46812,6.202470373,9.290806127,87.00888719,7,7,30-40,s
3938,2,13.2,13.8,1,9.82695,0,2,-6.127225563,0.6,-10.2120426,split,30.8032,9.33246,-19.54358358,-39.0654655,-25.64910749,8,8,30-40,s
3939,2,55.2,56.2,1,1.19087,1,2,-41.2745734,1,-41.2745734,turn,52.3234,1.05813,-11.32602687,-16.62034197,-46.56888849,8,8,50-60,s
3940,2,238,238.2,1,1.68995,1,2,0.839438909,0.2,4.197194545,turn,30.716,2.31908,-12.05156539,10.96654597,23.85755027,7,7,30-40,s
3941,2,289.2,293.2,1,4.6248,0,2,-4.533789043,4,-1.133447261,split,20.2347,4.4105,7.676133582,-57.23843338,-69.44835601,8,8,20-30,s
3942,2,80.8,82.2,2,3.95936,0,2,-79.68743686,1.4,-56.91959776,split,53.9257,3.14411,1.596661202,86.23743141,4.953333352,8,8,50-60,s
3943,2,193.6,194.4,2,13.3163,0,2,13.61466326,0.8,17.01832908,split,39.1286,10.3087,-10.29281983,-57.68239557,-33.77491248,7,7,30-40,s
3944,2,258.6,262.6,2,2.35119,1,2,-1.963129841,4,-0.49078246,split,53.0929,1.82279,-4.132192263,-53.15867797,-50.98961555,8,8,50-60,s
3945,2,149.6,150.2,3,1.74073,1,2,16.27338778,0.6,27.12231297,turn,89.4349,1.25792,-1.5515877,-11.78300742,6.041968066,7,7,>60,s
3946,2,304.8,308.8,3,5.16776,0,2,-8.752394952,4,-2.188098738,split,483.008,2.74819,1.51545265,22.72239919,12.45455159,7,7,>60,s
3947,2,330.2,334,3,2.52876,1,2,10.49946319,3.8,2.763016629,split,77.8689,1.71352,-2.61453724,-4.440192135,8.673808296,7,7,>60,s
3948,2,435.6,439.6,3,0.239944,0,2,-43.25154408,4,-10.81288602,split,48.5478,0.49403,-14.61300726,35.65129924,7.012762427,7,7,40-50,s
3949,2,474.4,476.2,3,1.62621,1,2,102.3401802,1.8,56.85565568,split,78.1646,2.90929,7.702802896,-99.79780445,-5.160427129,6,6,>60,s
3950,2,294.6,296.4,4,1.61734,1,2,-66.62784244,1.8,-37.01546802,split,46.761,1.52435,11.41259929,-4.120249469,-82.1606912,7,7,40-50,s
3951,2,338.2,339,4,2.03326,1,2,-36.59543001,0.8,-45.74428751,split,82.7918,3.23268,-1.792374332,13.01648777,-21.78656791,7,7,>60,s
3952,2,348.8,352.6,4,2.61629,1,2,67.65879485,3.8,17.80494601,split,40.9326,4.11021,6.53862075,NA,NA,7,7,40-50,s
3953,2,84.6,86,5,1.65456,0,2,-4.334779896,1.4,-3.096271355,turn,51.0713,1.07861,9.216126929,6.346927556,-7.203979269,7,7,50-60,s
3954,2,164.4,167.6,5,6.11148,1,2,-85.0722054,3.2,-26.58506419,split,88.0471,4.42032,-4.148240982,87.98921867,7.065254251,6,6,>60,s
3955,2,263.8,265.2,5,2.0396,1,2,-1.478559434,1.4,-1.056113881,split,41.5263,2.30617,0.494031236,-35.0658667,-37.03845737,7,7,40-50,s
3956,2,316.2,317.6,5,4.76238,0,2,-129.1277532,1.4,-92.23410941,split,19.0946,5.58054,14.07725425,99.22012741,-43.98488001,8,8,Oct/20,s
3957,2,111.4,112,6,0.947547,0,2,9.35108649,0.6,15.58514415,turn,18.2674,0.895075,7.409272182,21.33533496,23.27714926,7,7,Oct/20,s
3958,2,194.6,195,6,5.37229,0,2,-4.892839941,0.4,-12.23209985,turn,53.6158,8.13309,25.35805328,-21.40282336,-51.65371658,7,7,50-60,s
3959,2,17.4,18.6,7,2.19557,0,2,4.9520222,1.2,4.126685167,turn,27.1217,3.73972,-5.256726616,NA,NA,7,7,20-30,s
3960,2,185.6,187.6,7,0.530003,1,2,65.05174753,2,32.52587377,split,495.688,0.268845,3.428435531,-4.00173333,57.62157867,7,7,>60,s
3961,2,413,414.8,7,0.385469,0,2,-16.89701366,1.8,-9.387229809,split,52.3655,0.57929,4.316970022,53.45982611,32.24584243,7,7,50-60,s
3962,2,472.4,476,7,1.39725,1,2,-3.526206962,3.6,-0.979501934,turn,41.4808,2.13849,7.896641918,0.254731111,-11.16811777,6,6,40-50,s
3963,2,11.8,12.2,0,4.42142,0,2,-4.203804583,0.4,-10.50951146,turn,29.3732,3.65293,3.703872872,-19.39697876,-27.30465621,8,8,20-30,s
3964,2,18.8,19,0,6.39768,1,2,1.227292081,0.2,6.136460406,split,52.5166,3.86453,13.27830909,NA,NA,8,8,50-60,s
3965,2,280.4,282.8,0,8.7765,0,2,57.32783148,2.4,23.88659645,split,68.7133,9.77088,5.083797372,-38.75928002,13.48475409,6,6,>60,s
3966,2,348.8,349.6,0,1.4702,1,2,-33.69395852,0.8,-42.11744814,turn,28.0298,1.81457,1.699538138,-19.01311094,-54.40660759,6,6,20-30,s
3967,2,407.2,411.2,0,2.20674,0,2,-8.648555707,4,-2.162138927,split,30.8992,1.98795,-2.855945252,9.58003183,3.787421375,6,6,30-40,s
3968,2,470.8,471,0,5.0238,1,2,-11.06481785,0.2,-55.32408927,split,38.82,1.389,20.61566533,NA,NA,5,5,30-40,s
