"","X","thresh","start_time","end_time","id","centr","conflict","state","turn","dur","ang_vel","outcome","dist2pred","dist2fc","diff_flock_start","diff_flock_end","fl_turn","mainFlock_size","subFlock_size","dist_group","fl_size"
"361",4456,2,10.4,12.2,5,1.31495,1,2,-18.2071086010708,1.8,-10.1150603339282,"split",32.7418,1.32579,0.88240449272113,-35.3260623969806,-54.4155754907725,8,8,"30-40","s"
"362",4458,2,164.2,168.2,5,8.43137,1,2,4.18313742143159,4,1.0457843553579,"split",40.5229,8.13574,-46.0637380291759,-101.384038345197,-51.1371628945899,8,8,"40-50","s"
"363",4461,2,190,193.2,6,1.68759,0,2,26.4474542743565,3.19999999999999,8.26482946073643,"split",501.268,2.35199,-5.47638930740202,17.6273310697771,49.5511746515356,7,7,">60","s"
"364",4464,2,92.6,95.4,7,2.56231,1,2,-3.76761421927251,2.80000000000001,-1.34557650688303,"split",84.9169,0.730773,1.6157978427312,12.7334460886149,7.35003402661119,8,8,">60","s"
"365",4465,2,466.6,470.6,7,2.83821,1,2,75.8827930852936,4,18.9706982713234,"split",30.9431,3.45678,-9.11641646674228,15.2077805601126,100.206990112149,6,6,"30-40","s"
"366",4473,2,472.4,475.6,1,0.466233,0,2,-12.1516275000543,3.20000000000005,-3.79738359376692,"split",16.2221,0.118963,-6.05026820460209,-25.9640532475998,-32.0654125430521,7,7,"10-20","s"
"367",4478,2,11.8,14.6,3,1.99985,1,2,104.960820419666,2.8,37.4860072927378,"split",30.904,1.89418,2.16125792717367,2.93528481665677,105.734847309149,8,8,"30-40","s"
"368",4482,2,396.4,399.4,4,2.79009,0,2,-6.2762263314066,3,-2.0920754438022,"split",58.9082,2.53325,7.47717178220224,-3.04870511824093,-16.8021032318498,6,6,"50-60","s"
"369",4483,2,472.6,475.6,4,1.73112,1,2,-0.723103180501117,3,-0.241034393500372,"split",14.8524,1.16602,-4.31194384992902,-35.17280553631,-31.5839648668821,7,7,"10-20","s"
"370",4484,2,174.8,178.4,5,0.424163,0,2,10.1142171952024,3.59999999999999,2.8095047764451,"split",49.3881,1.06521,-8.11415803302377,51.6547699845852,69.8831452128113,8,8,"40-50","s"
"371",4485,2,198.8,201.8,5,2.23744,1,2,5.5799061550796,3,1.85996871835987,"split",50.7843,4.06201,-8.38234036740199,1.90066865810189,15.8629151805835,8,8,"50-60","s"
"372",4487,2,141.6,144.8,6,1.10855,0,2,-32.2522773945162,3.20000000000002,-10.0788366857863,"split",63.1871,0.864824,3.36068408860595,43.9200715970225,8.30711011390038,7,7,">60","s"
"373",4488,2,197,200.6,6,1.6873,0,2,1.29584741156186,3.59999999999999,0.359957614322739,"split",42.8506,1.37944,1.49473897777453,13.2923590156963,13.0934674494837,8,8,"40-50","s"
"374",4489,2,389.2,391.8,6,3.60573,1,2,-46.2532109578012,2.60000000000002,-17.7896965222311,"split",57.3405,4.03237,-0.387065332111316,25.424629906306,-20.4415157193838,7,7,"50-60","s"
"375",4490,2,460.8,462.4,6,1.17469,1,2,37.1857711639124,1.59999999999997,23.2411069774457,"split",54.1633,1.05552,6.91699766992132,-11.4321149128623,18.8366585811288,7,7,"50-60","s"
"376",4491,2,478.8,480.6,6,1.41102,1,2,-2.44121816402685,1.80000000000001,-1.35623231334824,"split",64.8563,0.944456,-1.18065751160079,28.7270929231417,27.4665322707157,5,5,">60","s"
"377",4492,2,123.8,125.8,7,1.19771,0,2,89.5338289437347,2,44.7669144718674,"split",508.416,1.61246,-6.31379931467743,-32.2780647658595,63.5695634925526,8,8,">60","s"
"378",4493,2,136.6,138.4,7,12.0568,0,2,-30.9067921992067,1.80000000000001,-17.1704401106703,"split",55.9655,10.9985,-5.47474473419152,20.3640934790575,-5.06795398595772,8,8,"50-60","s"
"379",4494,2,252,254.2,7,1.17429,1,2,6.59126051597399,2.19999999999999,2.99602750726092,"split",31.4149,0.935551,7.42508735039772,50.2172186447273,49.3833918103036,8,8,"30-40","s"
"380",4496,2,359.6,361.8,7,7.44916,0,2,66.9973808316782,2.19999999999999,30.4533549234902,"split",31.192,4.9218,9.20057669313914,-45.7418570547637,12.0549470837753,7,7,"30-40","s"
"381",4497,2,385.4,389.4,7,1.20152,1,2,-0.680902722635971,4,-0.170225680658993,"split",57.9008,1.75688,-1.46901366561163,-21.2396613953351,-20.4515504523594,7,7,"50-60","s"
"382",4499,2,32.4,34,0,1.74589,0,2,-52.9015732636233,1.6,-33.0634832897645,"split",93.5842,2.42544,4.2281331092878,NA,NA,8,8,">60","s"
"383",4503,2,10.8,12.2,2,1.10472,1,2,41.0563324020611,1.4,29.3259517157579,"split",30.5572,0.80349,-16.9121971521781,-2.51194712336209,55.4565824308771,8,8,"30-40","s"
"384",4504,2,279.8,283.8,2,9.61603,0,2,87.2947459506455,4,21.8236864876614,"split",77.1094,7.55814,-23.3205632553492,158.64702962596,-90.7376611680456,4,4,">60","s"
"385",4505,2,136,138.4,3,2.0424,1,2,49.2212731496987,2.40000000000001,20.5088638123744,"split",30.4176,1.71778,0.131829789101605,-19.0302669631192,30.0591763974779,4,4,"30-40","s"
"386",4507,2,372.4,373.6,3,2.58387,0,2,-52.463297678715,1.20000000000005,-43.7194147322608,"split",27.3778,2.48459,6.80584960832803,7.95865614455126,-51.3104911424917,7,7,"20-30","s"
"387",4511,2,276.2,278.8,4,5.1454,1,2,-67.4407985926601,2.60000000000002,-25.9387686894844,"split",74.1554,6.0577,10.2553469320857,58.9821620527959,-18.7139834719499,6,6,">60","s"
"388",4517,2,383,384,5,1.54474,1,2,63.1171648430692,1,63.1171648430692,"split",66.7496,1.35375,2.03954846494171,NA,NA,6,6,">60","s"
"389",4518,2,50.8,52.2,6,1.70174,1,2,49.3137269410055,1.40000000000001,35.2240906721466,"split",309.079,1.53962,-6.5690193898896,-63.4548264232108,-7.57208009231574,7,7,">60","s"
"390",4519,2,254.4,256.6,6,6.47115,1,2,-102.263259071782,2.20000000000002,-46.4832995780825,"split",24.232,3.76916,2.86318003480059,76.5066462125866,-28.6197928939962,8,8,"20-30","s"
"391",4520,2,144.2,148,7,7.15851,0,2,-10.4549271028975,3.80000000000001,-2.75129660602565,"split",120.489,3.57584,1.54785263723335,12.5018108443501,0.499031104219231,2,2,">60","s"
"392",4521,2,165.4,166.4,7,0.456757,1,2,-27.1318778087149,1,-27.1318778087149,"split",79.9495,0.831696,2.20712334369573,20.6508579090238,-8.68814324338683,7,7,">60","s"
"393",4523,2,240.8,241.8,7,2.32499,0,2,-19.1720321296834,1,-19.1720321296834,"split",419.02,2.00108,-7.78334882739542,24.6130872500045,13.2244039477166,8,8,">60","s"
"394",4524,2,434.2,437.8,7,2.74141,0,2,-139.789844735667,3.60000000000002,-38.830512426574,"split",31.6688,2.53519,0.673887447690367,118.562656519196,-21.9010756641613,7,7,"30-40","s"
"395",4527,2,266.6,268.6,1,4.556,0,2,17.3205360386071,2,8.66026801930354,"split",58.6,3.45657,-7.20039549566268,-32.4750386813971,-7.95410714712733,6,6,"50-60","s"
"396",4529,2,341.2,342.8,1,1.8015,0,2,41.2545552997195,1.60000000000002,25.7840970623243,"split",71.6785,0.895453,-1.74635429863802,NA,NA,3,3,">60","s"
"397",4531,2,288.2,289.4,2,2.18316,0,2,-70.1224185954089,1.19999999999999,-58.435348829508,"split",43.4041,1.85914,-6.23553184833675,50.9883381679022,-12.8985485791699,6,6,"40-50","s"
"398",4534,2,82.2,86.2,3,0.992908,0,2,23.8552684123386,4,5.96381710308465,"split",53.7837,0.347446,-10.4036850215135,-23.7811343925404,10.4778190413116,7,7,"50-60","s"
"399",4535,2,158.8,161.6,3,0.945671,0,2,-73.9491468311372,2.79999999999998,-26.4104095825492,"split",61.4152,1.16503,2.65682256877494,75.5804010128039,-1.02556838710831,6,6,">60","s"
"400",4537,2,392.8,396.8,3,3.18064,0,2,41.0905001006652,4,10.2726250251663,"split",62.3259,2.37671,-5.42831486892017,-46.9700272966033,-0.451212327017866,7,7,">60","s"
"401",4538,2,430.8,433.4,3,4.82104,0,2,-51.3794630585527,2.59999999999997,-19.7613319455975,"split",434.436,2.81261,1.38486425439905,77.9906228411306,25.2262955281789,7,7,">60","s"
"402",4539,2,73.8,77.8,4,0.808051,0,2,-16.2399659581869,4,-4.05999148954671,"split",24.2486,0.358416,5.24058098702226,-30.2762208954393,-51.7567678406484,8,8,"20-30","s"
"403",4540,2,153.2,156,4,0.860231,0,2,2.1682241027353,2.80000000000001,0.774365750976891,"split",60.8417,0.718736,0.367135169534051,-7.90911642190706,-6.10802748870581,7,7,">60","s"
"404",4543,2,263.4,265,6,0.762863,1,2,-4.15269913763408,1.60000000000002,-2.59543696102127,"split",54.4057,0.619309,17.926662615475,18.2896233825119,-3.78973837059722,6,6,"50-60","s"
"405",4545,2,362,363.2,6,1.76479,0,2,-69.6383553388976,1.19999999999999,-58.0319627824152,"split",470.916,2.75466,-4.16032028300402,67.4569215454883,1.97888648959473,8,8,">60","s"
"406",4548,2,409.2,413.2,7,7.5454,0,2,-4.07478779127243,4,-1.01869694781811,"split",42.6657,4.45743,2.0078280419182,72.3464268911671,66.2638110579764,7,7,"40-50","s"
"407",4549,2,8.8,12.8,0,2.67802,1,2,99.5502232858936,4,24.8875558214734,"split",462.763,2.76016,1.10737848759982,12.7557379660801,111.198582764374,8,8,">60","s"
"408",4552,2,273.6,275,0,2.16609,0,2,32.6200649226488,1.39999999999998,23.3000463733209,"split",75.2731,1.48078,4.75873789723474,NA,NA,7,7,">60","s"
"409",4558,2,97.2,98.8,2,1.1497,1,2,9.7008203922041,1.59999999999999,6.06301274512759,"split",60.2684,1.73066,-4.85097145808631,-14.1312740690608,0.420517781229616,7,7,">60","s"
"410",4560,2,236,237.6,3,3.36901,1,2,12.0215181780073,1.59999999999999,7.51344886125461,"split",8.20832,2.69944,-5.74347134307878,14.4435719777798,32.2085614988659,6,6,"<10","s"
"411",4561,2,406.8,410.4,3,3.57536,0,2,1.70398721659065,3.59999999999997,0.473329782386296,"split",67.5308,2.68125,-1.2044351250779,7.47263589422103,10.3810582358896,7,7,">60","s"
"412",4562,2,454.2,457.4,3,1.94659,1,2,-0.805399420459792,3.19999999999999,-0.251687318893686,"split",68.6748,1.32841,-4.94456114061992,-9.65992666748728,-5.52076494732716,8,8,">60","s"
"413",4564,2,482,483.2,3,6.70627,0,2,32.725994740825,1.19999999999999,27.2716622840211,"split",421.878,4.19074,-3.05930228907362,-38.0473285177269,-2.26203148782828,8,8,">60","s"
"414",4565,2,12.4,15,4,2.64706,1,2,8.77851084868293,2.6,3.37635032641651,"split",27.6471,1.73161,-2.70723514698252,57.7125405555663,69.1982865512318,6,6,"20-30","s"
"415",4566,2,108.6,111.2,4,0.531557,0,2,-26.2242942579548,2.60000000000001,-10.0862670222903,"split",58.2049,1.54387,12.7514036931828,65.8613119546284,26.8856140034908,6,6,"50-60","s"
"416",4569,2,492.8,494.4,5,0.560295,0,2,-6.4511295057532,1.59999999999997,-4.03195594109584,"split",30.142,1.07332,-1.36510885472736,-38.8593318566502,-43.945352507676,8,8,"30-40","s"
"417",4572,2,78.2,80.2,0,9.9609,1,2,-2.72905602493913,2,-1.36452801246956,"split",48.7349,7.38242,4.71507084271264,-31.1334951719055,-38.5776220395572,8,8,"40-50","s"
"418",4573,2,174.4,177.8,0,1.2675,0,2,6.25087686640865,3.40000000000001,1.83849319600254,"split",8.48644,1.16919,-1.4618954214625,19.7689226188025,27.4816949066737,7,7,"<10","s"
"419",4574,2,334.8,335.8,0,0.64061,1,2,52.9727451451299,1,52.9727451451299,"split",78.9108,2.12505,2.70226182423441,NA,NA,7,7,">60","s"
"420",4575,2,260,263.4,1,3.12707,1,2,47.3568137650999,3.39999999999998,13.9284746367942,"split",49.9555,2.24573,-0.736373311713588,-0.179135479225322,47.9140515975881,8,8,"40-50","s"
"421",4576,2,405.4,409.4,1,1.00476,1,2,7.79591530928463,4,1.94897882732116,"split",48.7319,1.00173,2.23606522975621,-66.8049466190846,-61.2450965395562,8,8,"40-50","s"
"422",4578,2,266.4,270.4,2,4.42191,1,2,53.9338398751243,4,13.4834599687811,"split",65.6435,2.98113,0.519292008117646,-65.3568407707243,-11.9422929037177,7,7,">60","s"
"423",4579,2,409.8,412,2,1.39465,1,2,-0.467658262797458,2.19999999999999,-0.212571937635209,"split",34.8806,1.48278,-4.13229827492203,-22.0724603797994,-18.4078203676749,7,7,"30-40","s"
"424",4581,2,24.8,28,3,1.87667,0,2,4.66866200845416,3.2,1.45895687764193,"split",66.3807,1.71506,-3.45020823048122,30.9596620728492,39.0785323117846,8,8,">60","s"
"425",4583,2,374.2,376,3,3.77284,1,2,24.897267684445,1.80000000000001,13.8318153802471,"split",45.6359,5.35421,-3.18820423506753,-7.91658486617109,20.1688870533414,8,8,"40-50","s"
"426",4585,2,76.4,78,4,3.23235,1,2,-36.3924912754321,1.59999999999999,-22.7453070471452,"split",55.1623,5.51069,-8.46566269802437,16.5842963278805,-11.3425322495273,8,8,"50-60","s"
"427",4587,2,481.8,483,4,0.981133,1,2,29.6618551060625,1.19999999999999,24.7182125883856,"split",523.774,0.745898,-4.35834441249068,1.30861634807746,35.3288158666306,7,7,">60","s"
"428",4589,2,171.2,175.2,5,0.510949,1,2,2.88714848999546,4,0.721787122498865,"split",35.0799,1.00822,0.392245818930717,58.5487646558432,61.043667326908,8,8,"30-40","s"
"429",4590,2,203.2,207.2,5,2.01527,1,2,90.0174082242336,4,22.5043520560584,"split",56.0546,1.2332,0.881148093806741,-8.36550390295369,80.7707562274732,8,8,"50-60","s"
"430",4591,2,283.8,287.8,5,0.562264,1,2,-29.9209470845876,4,-7.48023677114691,"split",73.1363,0.780205,-10.0535481955916,25.0256139213307,5.15821503233472,7,7,">60","s"
"431",4596,2,329.8,332.6,6,4.86012,0,2,44.7410800540229,2.80000000000001,15.978957162151,"split",83.5135,5.28396,2.73626499793678,-8.01685777594301,33.9879572801431,8,8,">60","s"
"432",4598,2,464.6,466.2,6,1.45862,1,2,21.9034712871546,1.59999999999997,13.6896695544719,"split",53.6316,1.4232,-7.21047942035681,14.1894302239171,43.3033809314285,8,8,"50-60","s"
"433",4599,2,465.8,467.6,7,0.907511,1,2,-12.5898983494977,1.80000000000001,-6.99438797194311,"split",44.7826,1.05231,23.1582326102341,92.9753204878479,57.2271895281161,8,8,"40-50","s"
"434",4602,2,57.2,58.6,0,4.00387,1,2,-31.892803151946,1.4,-22.7805736799615,"split",52.3323,3.61552,6.27021504606353,NA,NA,8,8,"50-60","s"
"435",4605,2,315.4,316.6,0,9.18278,0,2,-8.44635429795362,1.20000000000005,-7.03862858162775,"split",40.2391,7.72558,0.940204261941904,NA,NA,6,6,"40-50","s"
"436",4607,2,87.4,91.4,2,2.87387,0,2,25.1094280556341,4,6.27735701390853,"split",81.9407,2.73103,4.25057325465398,-11.9765116188629,8.88234318211727,8,8,">60","s"
"437",4611,2,380,381,2,2.47585,0,2,20.3822548222901,1,20.3822548222901,"split",53.9432,3.57109,-2.80495002919587,-14.7030160307723,8.48418882071371,7,7,"50-60","s"
"438",4612,2,94.4,96,3,1.69279,1,2,62.1446168191622,1.59999999999999,38.8403855119765,"split",84.1996,1.44705,-2.06208438346783,-41.9671370341804,22.2395641684496,7,7,">60","s"
"439",4614,2,194.8,196.2,3,3.88077,1,2,2.73566599667208,1.39999999999998,1.95404714048009,"split",35.2893,2.56767,-14.7561196636024,-49.7840807834612,-32.2922951231867,8,8,"30-40","s"
"440",4615,2,240.6,241.4,3,0.515853,1,2,57.0981998745308,0.800000000000011,71.3727498431625,"split",405.91,2.09977,-0.980126192703284,-42.1463301438379,15.9319959233962,8,8,">60","s"
"441",4616,2,307.2,311.2,3,7.14616,0,2,72.148397266114,4,18.0370993165285,"split",263.375,6.13234,3.49631885332967,-49.1242349282813,19.527843484503,6,6,">60","s"
"442",4622,2,249,252.2,4,4.88985,0,2,28.515953080026,3.19999999999999,8.91123533750815,"split",466.177,3.6648,-9.41111218500838,-77.7112621969875,-39.7841969319531,7,7,">60","s"
"443",4624,2,30.8,34.6,5,0.657567,1,2,47.4158275631768,3.8,12.4778493587307,"split",79.2378,0.751087,1.25102532402277,9.88164987259746,56.0464521117515,8,8,">60","s"
"444",4628,2,201.6,203.4,6,13.1089,1,2,16.219327207804,1.80000000000001,9.01073733766885,"split",54.0518,10.5081,-18.2785880374359,-29.7162193536683,4.78169589157168,7,7,"50-60","s"
"445",4629,2,238,241.2,6,2.45709,1,2,5.13147024740081,3.19999999999999,1.60358445231276,"split",22.3695,2.08976,-11.7515392381045,24.5863793608149,41.4693888463202,8,8,"20-30","s"
"446",4630,2,324.8,325.6,6,0.413173,0,2,15.9959108435323,0.800000000000011,19.994888554415,"split",65.8196,0.10828,-14.4091562687428,-26.9816590442312,3.42340806804385,6,6,">60","s"
"447",4634,2,291.4,294.6,7,3.51232,0,2,14.5352333182925,3.20000000000005,4.54226041196635,"split",33.5284,2.9501,-19.1909852404392,77.1562377714737,110.882456330205,7,7,"30-40","s"
"448",4635,2,252.2,254.6,0,2.65264,0,2,-8.95134936469587,2.40000000000001,-3.72972890195661,"split",32.0781,4.35862,5.98561913143285,NA,NA,7,7,"30-40","s"
"449",4637,2,149,153,1,15.6279,1,2,6.51751553990338,4,1.62937888497585,"split",80.2648,10.2095,3.17759338228183,-41.6708773266734,-38.3309551690518,8,8,">60","s"
"450",4639,2,221.6,224.4,1,2.39455,0,2,138.931647670593,2.80000000000001,49.6184455966403,"split",66.2342,1.99507,0.581640968593418,-145.498389488671,-7.14838278667072,8,8,">60","s"
"451",4640,2,299.8,302.8,1,3.55011,1,2,-1.64146278756566,3,-0.547154262521888,"split",19.9421,5.01223,9.8495140503044,14.4954456923657,3.00446885449564,8,8,"10-20","s"
"452",4642,2,416.8,420.4,1,1.94568,0,2,13.1999734529155,3.59999999999997,3.66665929247657,"split",36.7657,1.69237,-1.40395010902212,28.4296968549264,43.0336204168641,10,10,"30-40","s"
"453",4644,2,296.6,298,2,4.88976,1,2,24.6756049600225,1.39999999999998,17.6254321143021,"split",23.6716,6.02893,-4.62863518318697,-54.3073481995942,-25.0031080563847,9,9,"20-30","s"
"454",4645,2,36.2,40.2,3,0.74622,0,2,107.95724950262,4,26.989312375655,"split",59.3145,1.13104,-15.7004829167138,-124.270312617179,-0.612580197845384,10,10,"50-60","s"
"455",4647,2,120,123,4,1.1893,1,2,89.8084176776135,3,29.9361392258712,"split",23.4187,2.00138,4.37599875429535,-69.8297738523868,15.6026450709314,9,9,"20-30","s"
"456",4649,2,380.2,381.6,4,5.05062,1,2,-21.3998423479999,1.40000000000003,-15.2856016771424,"split",52.8549,5.26356,1.84133896197814,9.6311628533431,-13.610018456635,10,10,"50-60","s"
"457",4650,2,142.8,146.8,5,7.71019,0,2,1.66338783304409,4,0.415846958261022,"split",83.1853,7.89846,0.0992049300384579,-12.1595322932635,-10.5953493902579,5,5,">60","s"
"458",4651,2,248.6,251.4,5,1.27384,1,2,-3.63377158817076,2.80000000000001,-1.29777556720384,"split",339.308,1.96849,-2.44782289806718,-39.0603751522929,-40.2463238423965,7,7,">60","s"
"459",4655,2,81.2,84,7,1.33731,1,2,-44.2321268399566,2.8,-15.7971881571274,"split",53.6935,1.23786,12.6405229833741,-9.40242499266792,-66.2750748159986,9,9,"50-60","s"
"460",4656,2,152.2,153.8,7,2.18905,0,2,-37.0486017417811,1.60000000000002,-23.1553760886129,"split",100.594,4.05183,11.3676969703468,-1.72393269770642,-50.1402314098343,7,7,">60","s"
"461",4657,2,345.2,347.2,7,1.82804,1,2,-11.2672469679189,2,-5.63362348395945,"split",36.5332,3.47827,-1.17492334051139,-50.6603607522846,-60.7526843796921,8,8,"30-40","s"
"462",4659,2,490.8,492,7,1.28129,1,2,-4.7675412317803,1.19999999999999,-3.97295102648362,"split",538.016,0.984187,-24.3483747470581,28.3212093822848,47.9020428975626,10,10,">60","s"
"463",4660,2,18.6,22.6,8,1.74371,0,2,0.81999954274529,4,0.204999885686322,"split",57.503,1.88236,0.692539588609226,9.55537529257953,9.68283524671559,10,10,"50-60","s"
"464",4661,2,397.8,401.8,8,1.31462,0,2,-27.4631808018307,4,-6.86579520045768,"split",73.4888,1.41962,-0.474453762910499,24.0192091084421,-2.96951793047812,10,10,">60","s"
"465",4663,2,55.6,57.4,9,0.90873,1,2,87.6949869449802,1.8,48.7194371916557,"split",30.054,2.46083,-11.0468657904198,11.8107784502675,110.552631185667,8,8,"30-40","s"
"466",4666,2,170.4,172.8,0,3.51051,0,2,-31.8085758875478,2.40000000000001,-13.2535732864782,"split",40.448,5.00155,-10.2977177737937,-7.44332500522879,-28.9541831189829,7,7,"40-50","s"
"467",4667,2,367.2,370.8,0,9.20872,0,2,25.7774850995161,3.60000000000002,7.16041252764331,"split",412.493,4.82373,-6.76401545024146,-37.2415445867505,-4.70004403699293,9,9,">60","s"
"468",4668,2,467.2,469,0,13.7686,0,2,-7.78378476310296,1.80000000000001,-4.32432486839051,"split",64.4579,10.1577,5.30072430703596,NA,NA,10,10,">60","s"
"469",4669,2,11.6,12.8,1,2.14255,0,2,0.622385635136295,1.2,0.518654695946912,"split",32.8384,2.19881,-4.73082449674568,65.0880419765985,70.4412521084805,10,10,"30-40","s"
"470",4676,2,167.6,168.6,2,2.68401,0,2,-3.87274254667172,1,-3.87274254667172,"split",33.9519,3.02488,1.27778087678985,-46.6414771953771,-51.7920006188387,8,8,"30-40","s"
"471",4677,2,230.2,233,2,5.823,0,2,0.326511116053731,2.80000000000001,0.116611112876332,"split",62.3369,6.28556,4.24523739486473,-30.9384681549541,-34.8571944337651,8,8,">60","s"
"472",4678,2,349.2,351.8,2,1.34875,1,2,139.585635825903,2.60000000000002,53.6867830099621,"split",58.5017,1.58487,-2.11766514159089,-17.6931483463336,124.01015262116,10,10,"50-60","s"
"473",4679,2,15.4,16.8,3,3.68332,0,2,33.1916318847735,1.4,23.7083084891239,"split",60.2991,5.45443,0.260465777463875,-21.7145847183104,11.2165813889993,8,8,">60","s"
"474",4681,2,157,158.8,3,1.98891,0,2,-78.0251480028124,1.80000000000001,-43.3473044460066,"split",58.8318,1.6021,7.35982469787522,80.3605986678657,-5.02437403282188,9,9,"50-60","s"
"475",4684,2,308.6,310,3,9.1567,1,2,-15.2099850246038,1.39999999999998,-10.8642750175743,"split",507.065,6.57327,4.50156526734171,-2.76520658528002,-22.4767568772255,10,10,">60","s"
"476",4685,2,350.4,352.4,3,0.733211,1,2,13.1438679293103,2,6.57193396465516,"split",50.8978,0.587078,0.707250902203682,122.054415938406,134.491032965513,9,9,"50-60","s"
"477",4687,2,245.6,246.8,4,3.54641,1,2,46.1445314648147,1.20000000000002,38.4537762206784,"split",509.821,6.13916,8.39509436633184,-47.5274897258004,-9.77805262731747,7,7,">60","s"
"478",4688,2,310.6,313.2,4,2.00217,0,2,-81.0921073349074,2.59999999999997,-31.1892720518879,"split",457.168,3.54648,0.98213060358123,14.3866584536324,-67.6875794848562,9,9,">60","s"
"479",4689,2,407.6,410.2,4,0.815718,0,2,75.58006287092,2.59999999999997,29.0692549503542,"split",32.5809,1.13687,-12.6607636727861,-58.5779844825921,29.6628420611139,8,8,"30-40","s"
"480",4690,2,243.4,244.4,5,22.2266,1,2,-38.175312992568,1,-38.175312992568,"split",492.049,16.0469,1.57766163335429,39.0731647705759,-0.679809855346398,8,8,">60","s"
"481",4691,2,456,459.4,6,8.53548,0,2,-38.6588633181824,3.39999999999998,-11.3702539171126,"split",103.881,11.6887,2.34083064589282,15.0830013587904,-25.9166926052849,10,10,">60","s"
"482",4692,2,478.8,482.8,6,5.48758,0,2,-1.74760055094708,4,-0.43690013773677,"split",28.7688,8.10108,6.70330802023613,-19.2613050742477,-27.7122136454309,10,10,"20-30","s"
"483",4693,2,88,89,7,1.93324,1,2,30.9877795367396,1,30.9877795367396,"split",64.5894,1.458,-14.9122491947445,-0.0435940855185179,45.8564346459655,10,10,">60","s"
"484",4695,2,381.2,384.8,7,1.70501,0,2,-136.4900602086,3.60000000000002,-37.9139056134999,"split",58.8919,3.27421,-0.102039168217533,132.891895300571,-3.49612573981183,8,8,"50-60","s"
"485",4697,2,426.2,428,8,7.84663,0,2,4.23711482459761,1.80000000000001,2.35395268033199,"split",508.975,6.45644,-5.06815617126965,-19.4569802220879,-10.1517092262206,7,7,">60","s"
"486",4698,2,466.2,468.4,8,6.78634,1,2,-19.4078127616232,2.19999999999999,-8.82173307346514,"split",85.7654,8.72442,-0.863291567115495,6.92099385784538,-11.6235273366623,10,10,">60","s"
"487",4700,2,121,124.2,9,3.09082,0,2,-15.3385869539124,3.2,-4.79330842309761,"split",402.466,2.7319,4.69340810039267,27.8236233943586,7.79162834005359,10,10,">60","s"
"488",4701,2,170,171.8,9,0.593464,1,2,-17.4519684473065,1.80000000000001,-9.69553802628132,"split",39.6831,1.36951,8.21993358718471,-13.5304240800826,-39.2023261145738,8,8,"30-40","s"
"489",4702,2,376,380,9,1.61437,0,2,12.4909364682102,4,3.12273411705256,"split",40.6161,3.72604,4.86548490193924,7.03885770403885,14.6643092703099,8,8,"40-50","s"
"490",4703,2,210.2,211.8,0,0.91637,1,2,-57.7013322667166,1.60000000000002,-36.0633326666973,"split",60.6769,1.20005,10.1483676709994,71.8825188643075,4.03281892659149,10,10,">60","s"
"491",4704,2,295.8,299.8,0,1.60264,0,2,-18.3348089770388,4,-4.5837022442597,"split",52.7686,2.22317,-1.703854632485,NA,NA,10,10,"50-60","s"
"492",4705,2,315,319,0,1.53071,0,2,-3.18506050334842,4,-0.796265125837106,"split",37.7165,2.14728,-2.36569017948981,45.0301367439098,44.2107664200512,10,10,"30-40","s"
"493",4706,2,330.8,331.6,0,3.58979,0,2,22.3209919780449,0.800000000000011,27.9012399725558,"split",74.1218,3.78633,-19.9415174358967,NA,NA,10,10,">60","s"
"494",4707,2,357.2,359.8,0,11.8127,1,2,-5.06662685975058,2.60000000000002,-1.94870263836559,"split",42.0902,7.12929,-1.8660398105754,-45.8399667070436,-49.0405537562188,10,10,"40-50","s"
"495",4708,2,382.2,386,0,1.49041,0,2,51.5618350528021,3.80000000000001,13.5689039612637,"split",72.0328,2.83048,12.4164491213793,NA,NA,10,10,">60","s"
"496",4709,2,276.6,277.2,1,1.42255,1,2,-14.9607520998016,0.599999999999966,-24.9345868330041,"split",65.1175,1.0919,9.62979453333898,17.2514135894793,-7.33913304366134,10,10,">60","s"
"497",4710,2,166,168.4,2,5.07466,1,2,-4.0127906055208,2.40000000000001,-1.67199608563366,"split",37.8851,4.17028,-4.98065656993726,-53.7310905579556,-52.7632245935391,10,10,"30-40","s"
"498",4712,2,355.4,357.6,2,3.07794,0,2,-1.05745824972309,2.20000000000005,-0.480662840783213,"split",53.4628,6.39878,0.44283695614468,-36.346912764635,-37.8472079705028,10,10,"50-60","s"
"499",4713,2,382.8,386.8,2,1.09195,1,2,91.5992910258711,4,22.8998227564678,"split",70.1626,0.115543,-2.20126749003736,-87.6119094827114,6.18864903319708,10,10,">60","s"
"500",4714,2,448.2,452.2,2,0.764481,0,2,-2.96042374085997,4,-0.740105935214994,"split",58.8262,0.825958,-1.81947953717323,19.6920536274943,18.5511094238076,9,9,"50-60","s"
"501",4715,2,78,80,4,1.48015,0,2,-56.4992234997775,2,-28.2496117498887,"split",57.0792,1.91635,11.9851090470388,62.257010883462,-6.22732166335428,9,9,"50-60","s"
"502",4718,2,363,364.4,5,1.54969,0,2,47.4283123697382,1.39999999999998,33.877365978385,"split",495.089,2.02159,9.02306930937109,-21.2859829272826,17.1192601330845,8,8,">60","s"
"503",4719,2,118.4,121.4,6,3.03227,1,2,-1.49729723313374,3,-0.499099077711245,"split",40.1892,2.17117,-7.62662864778668,0.366139632322362,6.4954710469753,9,9,"40-50","s"
