"","X","thresh","start_time","end_time","id","centr","conflict","state","turn","dur","ang_vel","outcome","dist2pred","dist2fc","diff_flock_start","diff_flock_end","fl_turn","mainFlock_size","subFlock_size","dist_group","fl_size"
"1",3800,2,379.4,382.2,0,10.4213,0,2,-34.1830259409982,2.80000000000001,-12.2082235503564,"split",40.193,9.16895,-1.22218515729285,-11.7239111604641,-44.6847519441694,7,7,"40-50","s"
"2",3803,2,490,490.8,0,0.78871,0,2,-16.219405023384,0.800000000000011,-20.2742562792298,"split",538.96,0.88448,4.92264819389433,NA,NA,8,8,">60","s"
"3",3805,2,327.2,328,2,1.55346,1,2,-30.1682979885469,0.800000000000011,-37.7103724856831,"split",80.314,2.24143,5.86784125995649,12.1405890231679,-23.8955502253355,7,7,">60","s"
"4",3807,2,14.4,17.6,3,2.2368,0,2,10.3527620529615,3.2,3.23523814155047,"split",50.9258,2.06311,-8.17638072222597,-13.8700043357385,4.65913843944902,8,8,"50-60","s"
"5",3808,2,49.6,50.8,3,0.579113,0,2,-1.29759962283405,1.2,-1.08133301902838,"split",27.474,0.535302,-9.72269923505968,-48.8289008477559,-40.4038012355303,8,8,"20-30","s"
"6",3809,2,192.8,195.2,3,2.30863,1,2,-7.90926061588883,2.39999999999998,-3.29552525662038,"split",22.3015,2.84561,-11.4634067686785,-41.6653917824739,-38.1112456296842,8,8,"20-30","s"
"7",3811,2,301,304.8,3,4.15629,1,2,51.2615815730825,3.80000000000001,13.4898898876533,"split",392.707,4.3774,-2.27267053450739,-60.0358488293138,-6.50159672172386,8,8,">60","s"
"8",3813,2,451.6,453.4,3,0.770969,1,2,5.08323867426056,1.79999999999995,2.82402148570038,"split",52.5221,2.43478,-11.4891735653798,-16.7505766951202,-0.178164455479769,8,8,"50-60","s"
"9",3814,2,473,474.8,3,4.03702,0,2,-17.9811115420073,1.80000000000001,-9.9895064122262,"split",105.306,2.13703,-1.67619043646682,25.5303288593592,9.22540775381879,4,4,">60","s"
"10",3816,2,177.2,179.2,4,2.62434,0,2,-11.7212571518122,2,-5.86062857590609,"split",34.2353,2.8388,-4.52220077412861,-34.2813730643108,-41.4804294419944,8,8,"30-40","s"
"11",3817,2,203.8,204.8,4,9.91905,0,2,-0.2587989301741,1,-0.2587989301741,"split",76.3226,6.97512,-7.54862327832132,-9.17036292593412,-1.8805385777869,8,8,">60","s"
"12",3819,2,448.4,450.8,4,1.10093,1,2,-2.45281322324962,2.40000000000003,-1.02200550968733,"split",52.4775,4.17877,7.02305100680258,15.8682230879346,6.39235885788242,8,8,"50-60","s"
"13",3821,2,290,293,5,4.73995,1,2,-18.6425428383846,3,-6.21418094612819,"split",35.3195,4.7085,-8.75432970564693,-42.3144937754534,-52.2027069081911,8,8,"30-40","s"
"14",3824,2,462.4,463.8,5,1.55758,1,2,36.5164326984705,1.40000000000003,26.0831662131926,"split",48.3038,2.39941,-17.4966628070955,-49.7446636526087,4.2684318529573,8,8,"40-50","s"
"15",3826,2,293,295.2,6,1.89565,0,2,0.346406610803443,2.19999999999999,0.157457550365202,"split",30.1128,1.60351,-1.35859749581311,-13.4173333647717,-11.7123292581551,7,7,"30-40","s"
"16",3827,2,313,314.4,6,4.76198,0,2,13.5844864760176,1.39999999999998,9.70320462572701,"split",36.6077,3.7929,19.9293167596097,21.8905127159489,15.5456824323568,7,7,"30-40","s"
"17",3830,2,131.2,133.4,7,1.25618,1,2,57.546776708467,2.20000000000002,26.1576257765757,"split",33.0592,1.50791,-17.5724179574703,4.31565191858861,79.4348465845259,8,8,"30-40","s"
"18",3832,2,372.8,376.8,7,3.70558,0,2,-36.3316007072112,4,-9.0829001768028,"split",23.9919,5.22488,-4.00854029995094,36.815044135506,4.49198372824576,8,8,"20-30","s"
"19",3835,2,119.4,121,0,5.35208,0,2,1.36921895277342,1.59999999999999,0.855761845483393,"split",3.30236,5.63079,20.9106898348371,NA,NA,7,7,"<10","s"
"20",3838,2,357.4,361.4,0,1.78542,1,2,16.8315419047674,4,4.20788547619184,"split",28.9897,1.60643,11.0157512540514,NA,NA,5,5,"20-30","s"
"21",3846,2,175.4,178.8,2,1.29327,1,2,15.6547674866621,3.40000000000001,4.60434337843002,"split",23.021,0.898147,2.65515567239881,48.2672805621199,61.2668923763832,8,8,"20-30","s"
"22",3847,2,237.6,239.2,2,1.91448,0,2,-9.93400641701696,1.59999999999999,-6.20875401063562,"split",39.7323,1.66756,-9.46736949742178,-44.9282816816439,-45.3949186012391,8,8,"30-40","s"
"23",3849,2,68.8,69.2,3,2.05558,0,2,22.3155722370536,0.400000000000006,55.7889305926332,"split",501.677,3.32122,5.86830903908268,-14.6136182284043,1.8336449695666,8,8,">60","s"
"24",3854,2,440,441.8,3,3.95644,1,2,-3.94209850278791,1.80000000000001,-2.19005472377104,"split",44.9725,2.27639,8.10993080244373,-32.6521538798949,-44.7041831851266,6,6,"40-50","s"
"25",3858,2,208.4,211.8,4,0.586172,1,2,31.4802480432582,3.40000000000001,9.25889648331123,"split",82.6589,0.504143,-4.30338398252997,-27.9693927033228,7.81423932246543,8,8,">60","s"
"26",3859,2,290.2,292.2,4,3.71156,0,2,-27.7059234984811,2,-13.8529617492406,"split",46.8392,1.75983,10.7358002517993,90.4230475396649,51.9813237893845,8,8,"40-50","s"
"27",3860,2,457.8,459.2,4,14.2065,1,2,40.3492155267408,1.39999999999998,28.8208682333867,"split",57.813,11.102,1.29674119608841,-47.6335436048138,-8.58106927416149,6,6,"50-60","s"
"28",3861,2,11.8,13,5,1.64163,0,2,30.233742771794,1.2,25.1947856431617,"split",34.5555,2.44076,1.14243336080921,-11.590669957045,17.5006394539398,8,8,"30-40","s"
"29",3862,2,118.4,119.8,5,6.10731,0,2,2.77206567656739,1.39999999999999,1.98004691183387,"split",13.3584,4.1667,19.5533631907336,NA,NA,5,5,"10-20","s"
"30",3863,2,314.6,318.6,5,1.56492,1,2,-3.44598059113472,4,-0.861495147783681,"split",23.2208,0.781193,-2.67395607958516,-86.5618670914583,-87.3338916030079,7,7,"20-30","s"
"31",3864,2,98.2,100.4,6,0.747885,0,2,16.8191556260716,2.2,7.64507073912344,"split",76.3266,1.09653,-5.12165089755198,-25.1968209370137,-3.25601441339017,8,8,">60","s"
"32",3865,2,356.6,360,6,1.61928,0,2,52.7379601217421,3.39999999999998,15.511164741689,"split",17.409,1.6544,-9.17925538887149,-42.4158455461505,19.5013699644631,5,5,"10-20","s"
"33",3871,2,54.6,57,0,1.83779,1,2,-64.9797054138283,2.4,-27.0748772557618,"split",48.9762,2.20002,2.08611216878083,-31.0032323880328,-98.0690499706419,7,7,"40-50","s"
"34",3874,2,158.2,159.6,0,2.52998,1,2,-93.179367221305,1.40000000000001,-66.5566908723604,"split",68.5135,2.01005,3.45601302595361,16.5451627568438,-80.0902174904148,7,7,">60","s"
"35",3875,2,255.6,259.4,0,5.43434,1,2,138.117942702086,3.79999999999998,36.346827026865,"split",19.4895,4.87889,-21.5911854864697,38.8819386532167,-161.408933158227,7,7,"10-20","s"
"36",3877,2,55,58.2,1,1.86329,0,2,-109.499603076166,3.2,-34.2186259613017,"split",48.586,0.954098,6.80015991639854,20.4358674943356,-95.8638954982285,7,7,"40-50","s"
"37",3878,2,224.8,225.2,1,5.77171,1,2,-28.9264040038866,0.399999999999977,-72.3160100097205,"split",33.6733,7.6868,-1.30679344678293,15.6350367242137,-11.9845738328899,7,7,"30-40","s"
"38",3879,2,72.6,74.2,2,1.85511,1,2,-1.93088842979465,1.60000000000001,-1.20680526862165,"split",19.5595,1.78576,0.539568962466276,-56.314946575055,-58.785403967316,6,6,"10-20","s"
"39",3880,2,133.8,137,2,1.7284,1,2,-5.92168138812325,3.19999999999999,-1.85052543378852,"split",19.6069,1.10748,4.26168358606761,-61.3468771234871,-71.530242097678,8,8,"10-20","s"
"40",3881,2,265.2,266.4,2,2.56773,1,2,-6.04604814894065,1.19999999999999,-5.03837345745059,"split",213.609,0.943503,0.566480594799102,1.15579730354343,-5.45673144019632,4,4,">60","s"
"41",3883,2,417.4,420.8,2,1.94687,0,2,-18.5026004879386,3.40000000000003,-5.44194131998189,"split",133.178,2.70945,5.39292586689844,20.7328245370799,-3.16270181775712,7,7,">60","s"
"42",3884,2,55,56.6,3,0.854511,1,2,-3.04346507269984,1.6,-1.9021656704374,"split",50.4423,1.76177,-1.34094165175443,-68.7844232457399,-70.4869466666853,7,7,"50-60","s"
"43",3887,2,186.6,187.6,3,0.896801,1,2,-46.502650638144,1,-46.502650638144,"split",499.857,0.803742,9.0962381525056,1.39032435141634,-54.2085644392333,6,6,">60","s"
"44",3888,2,193.8,194.2,3,10.7485,0,2,-1.58951582874522,0.399999999999977,-3.97378957186328,"split",24.9854,8.73674,0.843566851732446,-22.6597201931469,-25.0928028736246,7,7,"20-30","s"
"45",3889,2,350,353.4,3,4.26304,1,2,-51.7538186265258,3.39999999999998,-15.221711360743,"split",35.3811,1.8893,-18.082902847036,-33.0727224013266,-66.7436381808164,8,8,"30-40","s"
"46",3890,2,407.2,411.2,3,2.58402,1,2,0.450064445777961,4,0.11251611144449,"split",34.3869,2.28683,1.41879453402485,-50.4651050331859,-51.4338351214328,8,8,"30-40","s"
"47",3894,2,51,52.8,5,1.28394,1,2,-6.13484330278195,1.8,-3.40824627932331,"split",33.0695,1.98249,-0.324387614639665,-42.2620415050078,-48.0724971931501,8,8,"30-40","s"
"48",3897,2,430.8,434.2,6,1.14248,1,2,-147.54020886038,3.39999999999998,-43.3941790765827,"split",107.968,0.962478,-6.11197394130752,16.7395676737825,-124.68866724529,7,7,">60","s"
"49",3898,2,164,165.8,7,13.2329,1,2,-54.3450972335473,1.80000000000001,-30.1917206853039,"split",64.6395,8.99265,-7.03494631939755,46.7885050622942,-0.521645851855501,5,5,">60","s"
"50",3899,2,226,227.6,7,2.45229,1,2,-21.2308250784691,1.59999999999999,-13.2692656740432,"split",34.4041,3.6943,-3.31746517112306,13.1800512839403,-4.73330862340569,6,6,"30-40","s"
"51",3900,2,258.2,260.4,7,5.08956,0,2,-14.0556476094849,2.19999999999999,-6.38893073158409,"split",29.509,3.92677,-33.4139556579047,-141.779124169563,-122.420816121143,7,7,"20-30","s"
"52",3901,2,371.6,374.2,7,0.53976,0,2,-6.8627306690827,2.59999999999997,-2.63951179580107,"split",29.2309,0.603301,-2.2783763182025,-36.1593881261321,-40.7437424770123,8,8,"20-30","s"
"53",3902,2,57,58.8,0,10.084,0,2,36.9908623463522,1.8,20.5504790813068,"split",6.19611,7.7824,-9.36133959195789,NA,NA,8,8,"<10","s"
"54",3903,2,106.8,108.2,0,1.02966,1,2,-78.2992174320374,1.40000000000001,-55.9280124514551,"split",134.866,2.09738,-0.97062723465172,76.6761655273053,-0.652424670080475,8,8,">60","s"
"55",3909,2,89.2,92.4,1,1.15662,0,2,105.718298315967,3.2,33.0369682237396,"split",60.1022,1.4226,-5.58832513567619,-18.5353255566016,92.7712978950415,8,8,">60","s"
"56",3911,2,180.2,183.6,1,7.25853,1,2,23.3061510855875,3.40000000000001,6.85475031929044,"split",74.9904,8.7279,5.02798394507266,-17.8196425996717,0.458524540843216,7,7,">60","s"
"57",3915,2,173.4,175.4,2,5.03489,1,2,-12.1261829044343,2,-6.06309145221717,"split",28.8122,4.27662,6.64229781918145,40.9537986234391,22.1853178998233,8,8,"20-30","s"
"58",3916,2,319.6,323.6,2,6.09397,0,2,3.32975867809307,4,0.832439669523267,"split",35.9437,5.77351,-4.69075102236189,-11.5829879840607,-3.56247828360571,7,7,"30-40","s"
"59",3919,2,336.2,338.8,3,1.85881,0,2,52.798205396354,2.60000000000002,20.3070020755206,"split",61.1697,1.70587,-22.9071648885773,9.15722252884464,84.8625928137759,7,7,">60","s"
"60",3920,2,474.4,478,3,1.39052,1,2,-8.66601648560683,3.60000000000002,-2.40722680155744,"split",38.5513,2.22002,8.37137856599517,-64.563405084964,-81.600800136566,8,8,"30-40","s"
"61",3921,2,16.2,18.2,4,1.7758,1,2,-17.3181157424641,2,-8.65905787123206,"split",69.1803,1.65553,-0.362896391240333,21.3327154598854,4.3774961086616,8,8,">60","s"
"62",3923,2,60,62.2,4,4.02141,1,2,1.55377288464121,2.2,0.70626040210964,"split",43.0585,2.3243,4.10633735045538,NA,NA,7,7,"40-50","s"
"63",3927,2,350.4,354,4,7.8909,0,2,-2.46342226241747,3.60000000000002,-0.684283961782625,"split",48.7445,4.67661,2.39534539721517,-19.7441497075661,-24.6029173671988,7,7,"40-50","s"
"64",3928,2,364.6,365.6,4,9.02171,1,2,4.70594867612913,1,4.70594867612913,"split",490.362,5.19845,-2.55880633159835,-9.55410808698004,-2.28935307925255,7,7,">60","s"
"65",3929,2,442,445.6,4,2.23973,1,2,-74.7289377580353,3.60000000000002,-20.7580382661208,"split",52.3974,1.89038,-3.99618430520586,68.1854699215907,-2.54728353123873,8,8,"50-60","s"
"66",3930,2,377.2,380.4,5,1.79567,1,2,-13.7024013632143,3.19999999999999,-4.28200042600448,"split",41.9318,0.831221,5.9269162238512,4.33772147156747,-15.291596115498,6,6,"40-50","s"
"67",3932,2,442,444,5,4.24091,1,2,-43.8512884758894,2,-21.9256442379447,"split",50.8032,3.47375,3.43726161742842,46.2564077114973,-1.03214238182053,8,8,"50-60","s"
"68",3935,2,315.6,319.6,7,1.64402,0,2,-51.3971554709136,4,-12.8492888677284,"split",25.3969,1.54254,8.01433698021024,101.440208111634,42.0287156605104,8,8,"20-30","s"
"69",3936,2,300.4,301,0,8.19567,1,2,-31.4130288674651,0.600000000000023,-52.3550481124399,"split",170.163,7.59717,0.476673212331833,NA,NA,7,7,">60","s"
"70",3938,2,13.2,13.8,1,9.82695,0,2,-6.12722556253028,0.600000000000001,-10.2120426042171,"split",30.8032,9.33246,-19.5435835818784,-39.0654655047451,-25.649107485397,8,8,"30-40","s"
"71",3941,2,289.2,293.2,1,4.6248,0,2,-4.53378904346526,4,-1.13344726086631,"split",20.2347,4.4105,7.67613358206839,-57.2384333832874,-69.4483560088211,8,8,"20-30","s"
"72",3942,2,80.8,82.2,2,3.95936,0,2,-79.6874368592303,1.40000000000001,-56.9195977565928,"split",53.9257,3.14411,1.59666120184807,86.2374314135637,4.95333335248532,8,8,"50-60","s"
"73",3943,2,193.6,194.4,2,13.3163,0,2,13.6146632622368,0.800000000000011,17.0183290777958,"split",39.1286,10.3087,-10.2928198295653,-57.6823955700733,-33.7749124782712,7,7,"30-40","s"
"74",3944,2,258.6,262.6,2,2.35119,1,2,-1.96312984099517,4,-0.490782460248792,"split",53.0929,1.82279,-4.13219226333848,-53.1586779729842,-50.9896155506409,8,8,"50-60","s"
"75",3946,2,304.8,308.8,3,5.16776,0,2,-8.75239495166696,4,-2.18809873791674,"split",483.008,2.74819,1.5154526503918,22.7223991930807,12.454551591022,7,7,">60","s"
"76",3947,2,330.2,334,3,2.52876,1,2,10.4994631909525,3.80000000000001,2.76301662919802,"split",77.8689,1.71352,-2.61453724009602,-4.44019213504198,8.67380829600654,7,7,">60","s"
"77",3948,2,435.6,439.6,3,0.239944,0,2,-43.2515440752307,4,-10.8128860188077,"split",48.5478,0.49403,-14.6130072634505,35.6512992390514,7.01276242727118,7,7,"40-50","s"
"78",3949,2,474.4,476.2,3,1.62621,1,2,102.340180215584,1.80000000000001,56.8556556753243,"split",78.1646,2.90929,7.70280289551036,-99.7978044487405,-5.16042712866655,6,6,">60","s"
"79",3950,2,294.6,296.4,4,1.61734,1,2,-66.6278424433842,1.79999999999995,-37.0154680241032,"split",46.761,1.52435,11.412599292086,-4.12024946945998,-82.1606912049302,7,7,"40-50","s"
"80",3951,2,338.2,339,4,2.03326,1,2,-36.5954300062038,0.800000000000011,-45.7442875077541,"split",82.7918,3.23268,-1.79237433177273,13.016487767377,-21.7865679070541,7,7,">60","s"
"81",3952,2,348.8,352.6,4,2.61629,1,2,67.6587948523469,3.80000000000001,17.8049460137755,"split",40.9326,4.11021,6.53862075019078,NA,NA,7,7,"40-50","s"
"82",3954,2,164.4,167.6,5,6.11148,1,2,-85.072205402925,3.19999999999999,-26.5850641884142,"split",88.0471,4.42032,-4.14824098150329,87.9892186719812,7.06525425055942,6,6,">60","s"
"83",3955,2,263.8,265.2,5,2.0396,1,2,-1.47855943386061,1.39999999999998,-1.05611388132902,"split",41.5263,2.30617,0.494031235959037,-35.0658666954026,-37.0384573652223,7,7,"40-50","s"
"84",3960,2,185.6,187.6,7,0.530003,1,2,65.0517475322819,2,32.525873766141,"split",495.688,0.268845,3.42843553125918,-4.00173332980676,57.621578671216,7,7,">60","s"
"85",3961,2,413,414.8,7,0.385469,0,2,-16.8970136553329,1.80000000000001,-9.38722980851819,"split",52.3655,0.57929,4.31697002222387,53.4598261121988,32.2458424346421,7,7,"50-60","s"
"86",3964,2,18.8,19,0,6.39768,1,2,1.22729208121979,0.199999999999999,6.13646040609895,"split",52.5166,3.86453,13.2783090858597,NA,NA,8,8,"50-60","s"
"87",3965,2,280.4,282.8,0,8.7765,0,2,57.3278314752101,2.40000000000003,23.8865964480039,"split",68.7133,9.77088,5.08379737183712,-38.7592800179955,13.4847540853774,6,6,">60","s"
"88",3967,2,407.2,411.2,0,2.20674,0,2,-8.64855570707482,4,-2.1621389267687,"split",30.8992,1.98795,-2.8559452519438,9.58003182994338,3.78742137481235,6,6,"30-40","s"
"89",3968,2,470.8,471,0,5.0238,1,2,-11.0648178548837,0.199999999999989,-55.3240892744219,"split",38.82,1.389,20.6156653307182,NA,NA,5,5,"30-40","s"
"90",3969,2,120.4,123.8,1,6.74743,1,2,-5.14789695362053,3.39999999999999,-1.51408733930016,"split",2.08503,4.67309,-4.76931028890141,-31.6339455185552,-32.0125321832743,8,8,"<10","s"
"91",3971,2,95,96.4,2,1.385,1,2,-34.417535818403,1.40000000000001,-24.5839541560021,"split",88.6399,1.79113,5.29994658280527,34.6422594286149,-5.07522297259344,8,8,">60","s"
"92",3972,2,171.4,175.4,2,1.07269,0,2,-11.2337993204684,4,-2.80844983011709,"split",39.9059,1.07326,-12.9302097451275,-27.4481643284375,-25.7517539037784,8,8,"30-40","s"
"93",3973,2,199.6,203.6,2,1.1626,0,2,-17.9628741110337,4,-4.49071852775841,"split",39.7919,0.654435,0.571049506444272,-92.2957386522025,-110.82966226968,8,8,"30-40","s"
"94",3976,2,490.8,494.6,2,6.55102,0,2,49.8035011889047,3.80000000000001,13.1061845233959,"split",56.9492,3.28623,-0.609595114631149,-38.8598442852811,11.5532520182547,2,2,"50-60","s"
"95",3978,2,236,237.6,3,1.6578,1,2,-105.087157777319,1.59999999999999,-65.6794736108246,"split",47.3796,1.22494,-3.19549812662489,3.0422219602255,-98.8494376904685,6,6,"40-50","s"
"96",3979,2,288.4,291.8,3,2.48325,0,2,-5.99294826490688,3.40000000000003,-1.76263184261965,"split",96.6587,1.25169,0.904108472574282,NA,NA,2,2,">60","s"
"97",3980,2,315,317.8,3,0.343239,1,2,-35.7967458501001,2.80000000000001,-12.7845520893214,"split",26.8175,0.260989,2.60321795428268,NA,NA,4,4,"20-30","s"
"98",3981,2,80.2,82.8,4,1.87201,1,2,6.55035978513508,2.59999999999999,2.51936914812888,"split",55.0928,4.9585,-18.3368237484167,-12.8113286215298,12.0758549120221,8,8,"50-60","s"
"99",3984,2,436.2,437.8,4,2.57917,1,2,-36.8654819478406,1.60000000000002,-23.0409262174,"split",19.9613,1.05227,18.0453303583844,101.816592118366,46.9057798121407,6,6,"10-20","s"
"100",3985,2,120,123.6,5,15.1482,1,2,-38.392439984852,3.59999999999999,-10.6645666624589,"split",3.68424,10.6843,-1.28338390309146,0.881099106589615,-36.227956975171,8,8,"<10","s"
"101",3991,2,465.8,469,6,4.82456,0,2,-132.825305385374,3.19999999999999,-41.5079079329295,"split",60.8898,2.45758,-1.38701891201535,124.080877623092,-7.35740885026657,6,6,">60","s"
"102",3992,2,36.6,40,7,1.09237,1,2,-23.0228443248519,3.4,-6.77142480142704,"split",65.0285,0.735763,3.07040167729347,37.1888922799978,11.0956462778525,8,8,">60","s"
"103",3993,2,74.4,76,7,5.33825,0,2,-26.3638016343548,1.59999999999999,-16.4773760214718,"split",31.1369,1.82169,-7.31885882012689,-14.6381089854107,-33.6830517996386,8,8,"30-40","s"
"104",3994,2,119,121.2,7,2.17081,1,2,-0.559330951750747,2.2,-0.254241341704884,"split",20.9591,2.43056,-6.32388208965841,-37.8198144152931,-32.0552632773854,6,6,"20-30","s"
"105",3995,2,144.4,148.4,7,3.18546,1,2,1.33582793630692,4,0.333956984076731,"split",63.9398,2.27152,-1.36049194400973,-12.903874110803,-10.2075542304864,8,8,">60","s"
"106",3996,2,199.6,202.4,7,0.355673,1,2,-68.5704736346893,2.80000000000001,-24.4894548695318,"split",40.6765,0.509971,10.850861730941,-20.1974512475735,-99.6187866132038,8,8,"40-50","s"
"107",3997,2,18,21,0,2.71353,0,2,-5.30276767662088,3,-1.76758922554029,"split",42.9942,1.49288,-1.06846979843209,14.9581097993033,10.7238119211145,7,7,"40-50","s"
"108",3998,2,78,81.2,0,0.91435,1,2,-20.3058589039482,3.2,-6.34558090748382,"split",18.8257,1.02931,10.2098649579581,80.0193718165593,49.5036479546529,9,9,"10-20","s"
"109",3999,2,191,191.8,0,3.75471,0,2,9.98538277491447,0.800000000000011,12.4817284686429,"split",30.7036,5.23978,12.4309387434441,NA,NA,8,8,"30-40","s"
"110",4000,2,211.8,213.8,0,2.50166,1,2,26.4801083557467,2,13.2400541778733,"split",108.897,2.155,1.15028573226035,NA,NA,7,7,">60","s"
"111",4001,2,60.4,62.4,1,1.88367,1,2,24.1273914955478,2,12.0636957477739,"split",22.4555,1.91358,1.03820157012513,-22.9231181193094,0.166071806113265,9,9,"20-30","s"
"112",4004,2,29.4,32.2,2,2.63071,0,2,19.1762398116134,2.8,6.8486570755762,"split",76.4565,1.547,2.36800839617421,-25.6900839012176,-8.88185248577839,9,9,">60","s"
"113",4005,2,39.2,39.8,2,7.94838,0,2,-16.7155249603973,0.599999999999994,-27.8592082673291,"split",76.4743,5.4448,21.9233762470377,38.1962299850653,-0.442671222369689,9,9,">60","s"
"114",4006,2,59.8,63.8,2,1.07348,0,2,15.5259189782855,4,3.88147974457138,"split",26.1516,0.820482,-1.18835260423857,-19.6345230137129,-2.92025143118878,9,9,"20-30","s"
"115",4007,2,145.2,148.8,2,3.22073,0,2,-158.805063281261,3.60000000000002,-44.1125175781277,"split",39.2044,2.55609,0.871415590721349,20.3689399143431,-139.307538957639,8,8,"30-40","s"
"116",4011,2,257.4,258.2,2,0.852096,1,2,-52.5421294766327,0.800000000000011,-65.67766184579,"split",16.3264,0.971677,0.947566504487361,-0.669821041262766,-54.1595170223828,10,10,"10-20","s"
"117",4013,2,416.6,420.6,2,3.51298,0,2,2.53614299980513,4,0.634035749951282,"split",31.2812,1.3981,-7.25067538088511,26.3171089972259,36.1039273779162,9,9,"30-40","s"
"118",4017,2,291.4,295.4,3,2.45842,0,2,-18.8782638461119,4,-4.71956596152799,"split",29.7427,2.42417,2.36425774903493,-50.887173113863,-72.1296947090098,10,10,"20-30","s"
"119",4018,2,12,16,4,1.73072,1,2,69.3516288440081,4,17.337907211002,"split",47.5192,1.55932,-7.05685891675962,-130.65454399498,-54.246056234212,10,10,"40-50","s"
"120",4020,2,371,372.2,4,0.734193,1,2,-1.35190458833169,1.19999999999999,-1.12658715694308,"split",29.3855,0.723878,-2.37877126417891,-58.7123469493389,-57.6854802734917,10,10,"20-30","s"
"121",4024,2,120.6,124,6,2.10594,1,2,90.2414559256799,3.40000000000001,26.5416046840235,"split",440.978,3.29793,5.87381498539773,161.6961458894,-113.936213170318,6,6,">60","s"
"122",4026,2,415.8,419.8,6,10.0008,0,2,4.13389893238033,4,1.03347473309508,"split",33.3779,7.10934,-0.978526805546967,39.8047107912533,44.9171365291806,9,9,"30-40","s"
"123",4027,2,9.4,13.4,7,1.74894,0,2,-1.16020905798365,4,-0.290052264495912,"split",417.869,2.0107,-13.5842487725092,6.51852952035928,18.9425692348848,10,10,">60","s"
"124",4029,2,260.6,264.6,7,3.6183,0,2,-44.2651059224826,4,-11.0662764806206,"split",34.5875,3.48511,-2.50050932904156,50.9658579788639,9.20126138542289,8,8,"30-40","s"
"125",4031,2,484.4,488.2,8,1.97304,1,2,-111.207010788295,3.80000000000001,-29.265002839025,"split",497.286,0.934145,-1.53457446938624,120.683931525663,11.0114952067543,10,10,">60","s"
"126",4032,2,111.8,112.4,9,3.48972,1,2,-29.9306029859382,0.600000000000009,-49.8843383098963,"split",47.0206,2.70867,-5.73013351843278,12.4557494441301,-11.7447200233753,8,8,"40-50","s"
"127",4035,2,175.6,179.6,1,3.20323,1,2,3.1222380017995,4,0.780559500449876,"split",33.5655,4.15687,-21.5669226490468,-20.0512156900838,4.63794496076249,7,7,"30-40","s"
"128",4037,2,414.8,418,1,1.31835,0,2,11.3947976205539,3.19999999999999,3.56087425642311,"split",35.0052,1.56501,-4.57145613679841,84.307725842238,100.27397959959,8,8,"30-40","s"
"129",4040,2,390.4,392,2,0.748787,1,2,-41.7020281778494,1.60000000000002,-26.0637676111555,"split",56.2193,1.25034,-0.832859685468224,22.699116616736,-18.1700518756451,8,8,"50-60","s"
"130",4041,2,18.4,20.8,3,8.00531,0,2,0.707689105288457,2.4,0.294870460536857,"split",91.4061,4.72919,0.820942484392305,8.86346457533333,8.75021119622948,6,6,">60","s"
"131",4043,2,299.4,301.4,3,1.21806,1,2,-25.3038038914062,2,-12.6519019457031,"split",37.4239,2.1555,3.5794338267177,16.7502772978771,-12.1329604202468,8,8,"30-40","s"
"132",4044,2,12.6,16,4,0.709373,0,2,-4.93941501248472,3.4,-1.45276912131904,"split",20.9225,1.15169,-1.70291289529907,-18.4423719980739,-21.6788741152596,6,6,"20-30","s"
"133",4046,2,110.6,113.6,4,8.05388,1,2,-4.20769050941723,3,-1.40256350313908,"split",100.36,5.48533,-1.02248334398051,0.582766777490836,-2.60244038794589,4,4,">60","s"
"134",4048,2,454.4,456,4,4.37139,0,2,-29.6012387227019,1.60000000000002,-18.5007742016884,"split",57.2522,4.79877,-6.32966461138013,25.3802471929956,2.1086730816738,7,7,"50-60","s"
"135",4049,2,173.6,175,5,0.712927,0,2,15.2935834126075,1.40000000000001,10.9239881518624,"split",23.2554,0.584796,9.21578061638171,45.5248425646987,51.6026453609245,7,7,"20-30","s"
"136",4051,2,314,315.6,5,2.51213,1,2,-1.44826642464885,1.60000000000002,-0.905166515405517,"split",32.3215,2.91818,-11.7242252016532,-34.6747308939238,-24.3987721169195,8,8,"30-40","s"
"137",4053,2,6.8,9.2,6,1.23666,0,2,-73.5915088759702,2.4,-30.6631286983209,"split",256.091,1.13346,-0.259292447651271,21.2213075334439,-52.110908894875,7,7,">60","s"
"138",4056,2,352.8,354.6,6,1.18645,0,2,-72.5150610896197,1.80000000000001,-40.2861450497885,"split",43.0089,0.878308,9.70774664178854,4.82522785354237,-77.3975798778659,8,8,"40-50","s"
"139",4058,2,416.8,419.8,6,2.38076,1,2,93.9843399760887,3,31.3281133253629,"split",36.2198,2.9782,-9.7510983884621,5.11884646716935,108.85428483172,8,8,"30-40","s"
"140",4059,2,2.2,5.2,7,5.51544,0,2,-17.8302260874708,3,-5.94340869582359,"split",351.626,4.48237,-2.22777239151388,17.598383659776,1.99592996381908,8,8,">60","s"
"141",4060,2,446.4,450.4,7,2.54493,0,2,5.83941172958697,4,1.45985293239674,"split",54.6838,2.30103,-4.37356672856423,1.54308055399585,11.7560590121471,7,7,"50-60","s"
"142",4064,2,455,459,0,1.48878,0,2,-32.8287557888394,4,-8.20718894720985,"split",67.1134,3.19272,-3.66155487880054,NA,NA,9,9,">60","s"
