X,ang_vel,split_val,condition
371,4.041183906,FALSE,p
372,9.965678411,FALSE,p
373,3.842534115,FALSE,p
374,2.184688585,FALSE,p
375,0.931907129,FALSE,p
376,6.654636731,FALSE,p
377,3.630779603,FALSE,p
378,1.176854934,FALSE,p
379,1.830783299,FALSE,p
380,3.413853044,FALSE,p
381,24.07642637,FALSE,p
382,5.966607118,FALSE,p
383,3.028784369,FALSE,p
384,7.320567616,FALSE,p
385,0.953887275,FALSE,p
386,3.826073144,FALSE,p
387,4.380454662,FALSE,p
388,2.479828607,FALSE,p
389,6.943391509,FALSE,p
390,2.635399301,FALSE,p
391,2.322765505,FALSE,p
392,2.955194043,FALSE,p
393,4.920823491,FALSE,p
394,4.453147305,FALSE,p
395,8.137100441,FALSE,p
396,2.844756775,FALSE,p
397,2.05242556,FALSE,p
398,0.029707004,FALSE,p
399,2.143440177,FALSE,p
400,1.257908794,FALSE,p
401,16.87724113,FALSE,p
402,0.935865331,FALSE,p
403,6.41260593,FALSE,p
404,5.338929928,FALSE,p
405,3.34239143,FALSE,p
406,5.747412112,FALSE,p
407,1.901555356,FALSE,p
408,4.150313948,FALSE,p
409,0.041321459,FALSE,p
410,1.017399654,FALSE,p
411,5.882215464,FALSE,p
412,7.031045075,FALSE,p
413,0.252305944,FALSE,p
414,2.716618647,FALSE,p
415,34.5258682,FALSE,p
416,12.61626071,FALSE,p
417,4.545701265,FALSE,p
418,5.308101065,FALSE,p
419,2.801660181,FALSE,p
420,0.11742978,FALSE,p
421,3.359748164,FALSE,p
422,5.932992683,FALSE,p
423,2.600730978,FALSE,p
424,1.814441255,FALSE,p
425,3.691927337,FALSE,p
426,26.33429138,FALSE,p
427,7.365151401,FALSE,p
428,15.23656242,FALSE,p
429,2.043481476,FALSE,p
430,0.723599534,FALSE,p
431,0.003117182,FALSE,p
432,4.27244605,FALSE,p
433,5.33013935,FALSE,p
434,2.126836717,FALSE,p
435,0.978702484,FALSE,p
436,5.548602235,FALSE,p
437,5.270760974,FALSE,p
438,4.326508267,FALSE,p
439,0.748622595,FALSE,p
440,1.935807993,FALSE,p
441,2.257646401,FALSE,p
442,2.928869223,FALSE,p
443,4.530716213,FALSE,p
444,3.011364275,FALSE,p
445,0.29310248,FALSE,p
446,0.406481182,FALSE,p
447,3.390508509,FALSE,p
449,0.001649291,FALSE,p
450,10.71146024,FALSE,p
451,0.911158756,FALSE,p
452,1.319414834,FALSE,p
453,3.768918295,FALSE,p
454,3.15488177,FALSE,p
455,10.67038548,FALSE,p
456,0.575559805,FALSE,p
457,2.351849535,FALSE,p
458,6.073495162,FALSE,p
459,0.274575319,FALSE,p
460,0.58639239,FALSE,p
461,4.552059236,FALSE,p
462,3.193511852,FALSE,p
463,1.089099329,FALSE,p
464,3.001493792,FALSE,p
465,2.738260125,FALSE,p
466,5.126335425,FALSE,p
467,8.137187979,FALSE,p
468,0.915322328,FALSE,p
469,0.908439262,FALSE,p
470,0.033885149,FALSE,p
471,5.887914816,FALSE,p
472,1.838341399,FALSE,p
473,2.253551397,FALSE,p
474,3.646076173,FALSE,p
475,8.346463529,FALSE,p
476,5.111501409,FALSE,p
477,3.038759056,FALSE,p
478,3.723911893,FALSE,p
479,6.149260863,FALSE,p
480,2.649738769,FALSE,p
481,2.415065806,FALSE,p
482,5.40830142,FALSE,p
483,20.95687009,FALSE,p
484,2.559977214,FALSE,p
485,8.34577314,FALSE,p
486,3.301247586,FALSE,p
487,5.580587169,FALSE,p
488,0.59069661,FALSE,p
489,11.29996498,FALSE,p
490,15.0440203,FALSE,p
491,8.668707031,FALSE,p
492,11.65594417,FALSE,p
493,0.077544323,FALSE,p
494,7.284287918,FALSE,p
495,5.547962214,FALSE,p
496,10.83540605,FALSE,p
497,0.652944233,FALSE,p
498,1.549314589,FALSE,p
499,2.765483348,FALSE,p
500,0.201705981,FALSE,p
501,4.162294309,FALSE,p
502,8.878677708,FALSE,p
503,0.242564359,FALSE,p
504,0.726624424,FALSE,p
505,5.738324049,FALSE,p
506,0.285515054,FALSE,p
507,4.275930806,FALSE,p
508,2.999077062,FALSE,p
509,6.450044669,FALSE,p
510,0.551661068,FALSE,p
511,0.945823942,FALSE,p
512,10.62076014,FALSE,p
513,1.789995377,FALSE,p
514,3.013179781,FALSE,p
515,1.069052054,FALSE,p
516,3.292225327,FALSE,p
517,6.197755096,FALSE,p
518,26.17785491,FALSE,p
519,9.12470195,FALSE,p
520,1.882391208,FALSE,p
521,1.918390802,FALSE,p
522,4.121859951,FALSE,p
523,3.86221123,FALSE,p
524,7.049081189,FALSE,p
525,4.106440994,FALSE,p
526,0.001038924,FALSE,p
527,13.83980789,FALSE,p
528,7.253188849,FALSE,p
529,11.59016085,FALSE,p
530,8.859451921,FALSE,p
531,4.58814309,FALSE,p
532,2.096834257,FALSE,p
533,0.936704661,FALSE,p
534,1.867497943,FALSE,p
535,5.624749388,FALSE,p
536,3.379715145,FALSE,p
537,0.91541768,FALSE,p
538,0.86199389,FALSE,p
539,8.765886784,FALSE,p
540,2.179929011,FALSE,p
541,1.694278423,FALSE,p
542,1.350454858,FALSE,p
543,1.55550235,FALSE,p
544,0.583162026,FALSE,p
545,0.034616036,FALSE,p
546,1.958087428,FALSE,p
547,1.364787926,FALSE,p
548,1.547648793,FALSE,p
549,0.785593145,FALSE,p
550,5.193242539,FALSE,p
551,9.321927702,FALSE,p
552,0.000773372,FALSE,p
553,2.1584886,FALSE,p
554,2.95002791,FALSE,p
555,0.426185863,FALSE,p
556,36.66985695,FALSE,p
557,29.76977164,FALSE,p
558,1.486979595,FALSE,p
559,0.866005438,FALSE,p
560,3.982823279,FALSE,p
561,2.490400307,FALSE,p
562,1.364102731,FALSE,p
563,4.601610834,FALSE,p
564,2.853058529,FALSE,p
565,13.78715274,FALSE,p
566,8.651578581,FALSE,p
567,13.15761701,FALSE,p
568,1.144949461,FALSE,p
569,4.360943786,FALSE,p
570,8.64420087,FALSE,p
571,0.115392189,FALSE,p
572,0.795778776,FALSE,p
573,4.638201392,FALSE,p
574,3.177398564,FALSE,p
575,5.737155909,FALSE,p
576,0,FALSE,p
577,5.064476303,FALSE,p
578,0.095520316,FALSE,p
579,1.492432044,FALSE,p
580,5.327549989,FALSE,p
581,1.489765437,FALSE,p
582,0.363915888,FALSE,p
583,3.571023221,FALSE,p
584,3.789734909,FALSE,p
585,1.781411412,FALSE,p
586,3.676497407,FALSE,p
587,0.804428726,FALSE,p
588,4.107829849,FALSE,p
589,5.413767312,FALSE,p
590,1.28985781,FALSE,p
591,36.75043527,FALSE,p
592,0.878879523,FALSE,p
593,1.165733316,FALSE,p
594,1.549232069,FALSE,p
595,0.387464734,FALSE,p
596,1.349477415,FALSE,p
597,2.115038547,FALSE,p
598,1.188891858,FALSE,p
599,1.170519804,FALSE,p
600,0.57094245,FALSE,p
601,1.194294621,FALSE,p
602,1.965842643,FALSE,p
603,0.640280067,FALSE,p
604,3.25877425,FALSE,p
605,1.104109922,FALSE,p
606,46.40509314,FALSE,p
607,5.106699103,FALSE,p
608,1.168587795,FALSE,p
609,5.985681005,FALSE,p
610,3.776140999,FALSE,p
611,0.815407849,FALSE,p
612,2.234842084,FALSE,p
613,0.85692197,FALSE,p
614,1.395704239,FALSE,p
615,0.603471437,FALSE,p
616,0.782003181,FALSE,p
617,0.781378241,FALSE,p
618,0.000752351,FALSE,p
619,2.278491882,FALSE,p
620,6.968091143,FALSE,p
621,6.568188881,FALSE,p
622,39.39974243,FALSE,p
623,0.800987751,FALSE,p
624,8.459215014,FALSE,p
625,5.561109093,FALSE,p
626,5.308766806,FALSE,p
627,3.551105823,FALSE,p
628,0.300600737,FALSE,p
629,1.172683472,FALSE,p
630,1.962219005,FALSE,p
631,1.72254503,FALSE,p
632,0.278596917,FALSE,p
633,1.318621259,FALSE,p
634,6.684890207,FALSE,p
635,2.261936793,FALSE,p
636,3.296427302,FALSE,p
637,41.86413264,FALSE,p
638,6.243913232,FALSE,p
639,8.403567214,FALSE,p
640,9.624346054,FALSE,p
641,10.73672962,FALSE,p
642,4.482385445,FALSE,p
643,2.075949005,FALSE,p
644,0.750076232,FALSE,p
645,2.111203233,FALSE,p
646,0.1835604,FALSE,p
647,2.903813264,FALSE,p
648,0.844837818,FALSE,p
649,0.849144299,FALSE,p
650,1.224296678,FALSE,p
651,5.817407973,FALSE,p
652,35.14969046,FALSE,p
653,0.175363435,FALSE,p
654,3.519846805,FALSE,p
655,0.994607546,FALSE,p
656,5.7126171,FALSE,p
657,8.230638983,FALSE,p
658,2.486196826,FALSE,p
659,1.651764987,FALSE,p
660,1.615842154,FALSE,p
661,1.208141623,FALSE,p
662,2.284058507,FALSE,p
663,2.505766114,FALSE,p
664,0.00421009,FALSE,p
665,0.688797971,FALSE,p
666,1.808180687,FALSE,p
667,0.132738985,FALSE,p
668,4.623094848,FALSE,p
669,7.460111442,FALSE,p
670,21.49729373,FALSE,p
671,14.81476783,FALSE,p
672,2.37092349,FALSE,p
673,6.015055433,FALSE,p
674,1.667303195,FALSE,p
675,5.309017132,FALSE,p
676,1.172723082,FALSE,p
677,2.288952991,FALSE,p
678,0.914383057,FALSE,p
679,1.19004087,FALSE,p
680,0.006915383,FALSE,p
681,1.32961027,FALSE,p
682,1.279701477,FALSE,p
683,1.255149392,FALSE,p
684,3.648687279,FALSE,p
685,11.10613359,FALSE,p
686,55.10500681,FALSE,p
687,6.234925024,FALSE,p
688,8.241942506,FALSE,p
689,3.98868629,FALSE,p
690,3.143055251,FALSE,p
691,1.507484431,FALSE,p
692,2.022736291,FALSE,p
693,0.279085946,FALSE,p
694,1.189968305,FALSE,p
695,0.006722738,FALSE,p
696,4.184669554,FALSE,p
697,7.979284626,FALSE,p
698,5.329597355,FALSE,p
699,19.45853232,FALSE,p
700,6.99013762,FALSE,p
701,3.503186464,FALSE,p
702,3.05039012,FALSE,p
703,2.527889488,FALSE,p
704,2.960269743,FALSE,p
705,0.568196122,FALSE,p
706,0.570988668,FALSE,p
707,0.638334468,FALSE,p
708,0.651569718,FALSE,p
709,3.15419695,FALSE,p
710,5.772728533,FALSE,p
711,5.832512663,FALSE,p
712,34.91594919,FALSE,p
713,6.480147418,FALSE,p
714,1.516561447,FALSE,p
715,0.865998791,FALSE,p
716,6.609761286,FALSE,p
717,0.690475872,FALSE,p
718,2.927502429,FALSE,p
719,1.418263941,FALSE,p
720,0.673328752,FALSE,p
721,0.980110102,FALSE,p
722,1.560219592,FALSE,p
723,0.019966578,FALSE,p
724,3.410427935,FALSE,p
725,2.203813734,FALSE,p
726,2.888060127,FALSE,p
727,0.044206711,FALSE,p
728,4.604296222,FALSE,p
729,2.305866778,FALSE,p
730,2.502624126,FALSE,p
731,7.98795607,FALSE,p
732,48.13728507,FALSE,p
733,50.07074674,FALSE,p
734,2.484785327,FALSE,p
735,2.743017921,FALSE,p
736,9.396739428,FALSE,p
737,6.033747898,FALSE,p
738,0.228690563,FALSE,p
739,0.332559165,FALSE,p
740,2.047011675,FALSE,p
741,0.327312901,FALSE,p
742,0.007895111,FALSE,p
743,0.578650799,FALSE,p
744,0.006624313,FALSE,p
745,1.202748982,FALSE,p
746,0.081721542,FALSE,p
747,1.266746878,FALSE,p
748,6.421656162,FALSE,p
749,0.584025645,FALSE,p
750,13.65070318,FALSE,p
751,6.921840302,FALSE,p
752,9.231024523,FALSE,p
753,4.138816174,FALSE,p
754,2.674826608,FALSE,p
755,7.458574362,FALSE,p
756,1.22812061,FALSE,p
757,0.594274294,FALSE,p
758,3.297241144,FALSE,p
759,1.671481952,FALSE,p
760,0.130205727,FALSE,p
761,3.841197409,FALSE,p
762,0.005563839,FALSE,p
763,2.496794323,FALSE,p
764,0.756696363,FALSE,p
765,0.86024326,FALSE,p
766,1.959126601,FALSE,p
767,0.595245877,FALSE,p
768,0.882449603,FALSE,p
769,0.000507217,FALSE,p
770,9.709583519,FALSE,p
771,6.571325822,FALSE,p
772,10.1192665,FALSE,p
773,3.928082061,FALSE,p
774,1.797195589,FALSE,p
775,3.458663617,FALSE,p
776,3.770281579,FALSE,p
777,1.620675627,FALSE,p
778,0.037924857,FALSE,p
779,1.773820611,FALSE,p
780,0.171468673,FALSE,p
781,3.481791609,FALSE,p
782,5.152487723,FALSE,p
783,3.120300356,FALSE,p
784,2.418849381,FALSE,p
785,2.392740014,FALSE,p
786,1.275126834,FALSE,p
787,1.244208061,FALSE,p
788,0.169224738,FALSE,p
789,2.284839986,FALSE,p
790,1.026308129,FALSE,p
791,2.92710721,FALSE,p
792,17.01254083,FALSE,p
793,12.33891531,FALSE,p
794,8.965150125,FALSE,p
795,11.86564585,FALSE,p
796,1.248332892,FALSE,p
797,1.812592447,FALSE,p
798,0.005510022,FALSE,p
799,0.266134834,FALSE,p
800,1.744632824,FALSE,p
801,1.440396095,FALSE,p
802,7.419808619,FALSE,p
803,3.708546124,FALSE,p
804,2.904358425,FALSE,p
805,5.553029909,FALSE,p
806,1.078479142,FALSE,p
807,1.399288963,FALSE,p
808,1.868124278,FALSE,p
809,0.417104676,FALSE,p
810,0.11433407,FALSE,p
811,0.727660255,FALSE,p
812,29.79389952,FALSE,p
813,2.778120928,FALSE,p
814,11.04650061,FALSE,p
815,3.377824884,FALSE,p
816,3.547527397,FALSE,p
817,1.935322214,FALSE,p
818,1.143369298,FALSE,p
819,6.140888048,FALSE,p
820,2.302287513,FALSE,p
821,0.821410386,FALSE,p
822,1.937707132,FALSE,p
823,1.824689579,FALSE,p
824,1.585989684,FALSE,p
825,0.375739189,FALSE,p
826,2.121941081,FALSE,p
827,23.53444004,FALSE,p
828,1.159679642,FALSE,p
829,1.589544353,FALSE,p
830,4.030917089,FALSE,p
831,1.514237042,FALSE,p
832,1.595788783,FALSE,p
833,5.351592767,FALSE,p
834,4.283526419,FALSE,p
835,6.171203146,FALSE,p
836,2.290128593,FALSE,p
837,0.283528738,FALSE,p
838,0.122117058,FALSE,p
839,0.187979596,FALSE,p
840,2.965377024,FALSE,p
841,0.003640164,FALSE,p
842,0.002419395,FALSE,p
843,3.53182308,FALSE,p
844,0.662694439,FALSE,p
845,5.617416681,FALSE,p
846,2.810154662,FALSE,p
847,46.27196609,FALSE,p
848,38.22977484,FALSE,p
849,11.72025962,FALSE,p
850,8.57297407,FALSE,p
851,7.291330127,FALSE,p
852,4.129994903,FALSE,p
853,1.552743353,FALSE,p
854,0.084738217,FALSE,p
855,0.795961416,FALSE,p
856,2.488657733,FALSE,p
857,0.458673323,FALSE,p
858,2.023866283,FALSE,p
859,1.609057857,FALSE,p
860,2.687406698,FALSE,p
861,3.546870709,FALSE,p
862,0.443761772,FALSE,p
863,2.109119262,FALSE,p
864,0.00127576,FALSE,p
865,0.844789912,FALSE,p
866,0.137581822,FALSE,p
867,0.114273438,FALSE,p
868,24.4160815,FALSE,p
869,8.878775662,FALSE,p
870,7.150753731,FALSE,p
871,0.660502556,FALSE,p
872,8.119718701,FALSE,p
873,1.749198049,FALSE,p
874,8.037357402,FALSE,p
875,1.202427966,FALSE,p
876,0.617976031,FALSE,p
877,1.04765864,FALSE,p
878,4.83191833,FALSE,p
879,5.628038229,FALSE,p
880,4.532041414,FALSE,p
881,2.083502706,FALSE,p
882,0.370279687,FALSE,p
883,3.258826077,FALSE,p
884,0.943766617,FALSE,p
885,0.00152803,FALSE,p
886,2.340544345,FALSE,p
887,1.248842102,FALSE,p
888,0.749187554,FALSE,p
889,14.51247384,FALSE,p
890,0.840089777,FALSE,p
891,5.580478003,FALSE,p
892,11.81550116,FALSE,p
893,0.912967657,FALSE,p
894,5.786897959,FALSE,p
895,1.723070784,FALSE,p
896,0.213680588,FALSE,p
897,4.951843775,FALSE,p
898,1.707206371,FALSE,p
899,0.797316877,FALSE,p
900,0.794709328,FALSE,p
901,0.820079646,FALSE,p
902,3.231888031,FALSE,p
903,1.098675561,FALSE,p
904,3.097239657,FALSE,p
905,1.400903862,FALSE,p
906,0.408516164,FALSE,p
907,2.139760729,FALSE,p
908,43.59406221,FALSE,p
909,2.367705185,FALSE,p
910,3.989732811,FALSE,p
911,1.082646283,FALSE,p
912,3.40281776,FALSE,p
913,4.145701572,FALSE,p
914,1.869125238,FALSE,p
915,0.001103467,FALSE,p
916,1.739596931,FALSE,p
917,1.588555388,FALSE,p
918,1.910045712,FALSE,p
919,1.93891464,FALSE,p
920,1.48995588,FALSE,p
921,0.333132563,FALSE,p
922,1.739492438,FALSE,p
923,4.387378538,FALSE,p
924,1.850114331,FALSE,p
925,0.000276142,FALSE,p
926,3.976678374,FALSE,p
927,0.002267336,FALSE,p
928,2.043886974,FALSE,p
929,1.735705743,FALSE,p
930,1.305304024,FALSE,p
931,2.046739129,FALSE,p
932,1.020612667,FALSE,p
933,9.059327974,FALSE,p
934,3.003360643,FALSE,p
