"","time","lon","lat","speed","focal_head","flock_lat","flock_lon","ang_vel","turnornot","avt"
"114",22.4,-0.596139,51.374431,17.7929132223158,0.110936215568358,51.374425125,-0.59615625,13.7480455122017,"1","1"
"115",22.6,-0.596131,51.374463,17.9012362948174,0.266576931301256,51.3744535,-0.596136875,13.7480455122017,"1","1"
"116",22.8,-0.596112,51.374494,17.8663227622398,0.419122188937464,51.37448125,-0.596112875,13.7480455122017,"1","1"
"117",23,-0.596085,51.374521,16.4337982748517,0.557659656045495,51.37450775,-0.596085,13.7480455122017,"1","1"
"118",23.2,-0.59605,51.374546,16.3813412242385,0.692886741136372,51.37453325,-0.596052375,13.7480455122017,"1","1"
"119",23.4,-0.596009,51.374568,15.8975100944823,0.860668829639239,51.374556375,-0.596015125,-18.0246525048059,"1","-1"
"120",23.6,-0.595962,51.374586,15.3510059768557,0.938226970392363,51.374577,-0.595971875,-18.0246525048059,"1","-1"
"121",23.8,-0.595913,51.374602,15.0466434571929,0.987204887570479,51.37459575,-0.595925125,-18.0246525048059,"1","-1"
"122",24,-0.595862,51.374617,15.1352759058617,0.938197260264161,51.374613125,-0.595876,-18.0246525048059,"1","-1"
"123",24.2,-0.595813,51.374633,15.0460336410956,0.823067163590069,51.374630625,-0.595827375,-18.0246525048059,"1","-1"
"124",24.4,-0.595767,51.374652,15.5354909900918,0.716282251230056,51.3746495,-0.5957815,-18.0246525048059,"1","-1"
"125",24.6,-0.595724,51.374674,16.2169243655595,0.570246420837381,51.374671625,-0.59573925,-18.0246525048059,"1","-1"
"126",24.8,-0.595688,51.374699,16.5122812172665,0.445196890499707,51.374695875,-0.59570225,-18.0246525048059,"1","-1"
"127",25,-0.595658,51.374727,17.2486901245279,0.355339308877301,51.374723,-0.595671375,-18.0246525048059,"1","-1"
"128",25.2,-0.595633,51.374757,17.7907214259173,0.311921017104121,51.374750875,-0.59564525,8.75105472040311,"0","1"
"129",25.4,-0.595612,51.374786,16.9407770498738,0.288553468425424,51.37478,-0.59562325,8.75105472040311,"0","1"
"130",25.6,-0.595592,51.374816,17.3986022364047,0.269621351111814,51.37480925,-0.595604625,8.75105472040311,"0","1"
"131",25.8,-0.595574,51.374845,16.7276393536717,0.239459608914748,51.374839,-0.59558675,8.75105472040311,"0","1"
"132",26,-0.595557,51.374876,17.7414758651759,0.339408457389218,51.374868875,-0.5955685,8.75105472040311,"0","1"
"133",26.2,-0.595534,51.374905,17.0987779592439,0.366420343182528,51.3748985,-0.595546625,8.75105472040311,"0","1"
"134",26.4,-0.595509,51.374934,17.2697732060356,0.379710681833004,51.374927625,-0.595521625,8.75105472040311,"0","1"
"135",26.6,-0.595483,51.374963,17.3598480736256,0.418770932245073,51.374955875,-0.595493125,8.75105472040311,"0","1"
"136",26.8,-0.595455,51.374991,17.0397952607594,0.418750004668773,51.3749835,-0.595463125,8.75105472040311,"0","1"
"137",27,-0.595427,51.375019,17.0396365388584,0.472394937823351,51.3750105,-0.595431375,8.75105472040311,"0","1"
"138",27.2,-0.595396,51.375046,16.8576532393651,0.535526760315588,51.37503675,-0.595397125,8.75105472040311,"0","1"
"139",27.4,-0.59536,51.375073,17.4551856052589,0.594711579790881,51.375062375,-0.5953605,5.99895754214346,"0","1"
"140",27.6,-0.595322,51.375098,16.7805817595859,0.618710742253498,51.37508725,-0.595323375,5.99895754214346,"0","1"
"141",27.8,-0.595282,51.375123,17.0624654612508,0.649954585396664,51.37511225,-0.5952845,5.99895754214346,"0","1"
"142",28,-0.595241,51.375147,16.7609449909623,0.618664148476994,51.375136625,-0.595244875,5.99895754214346,"0","1"
"143",28.2,-0.595201,51.375172,17.0618994672862,0.606729866684124,51.37516075,-0.595205125,5.99895754214346,"0","1"
"144",28.4,-0.595162,51.375197,16.9193511019665,0.594595763712746,51.375185625,-0.595166375,5.99895754214346,"0","1"
"145",28.6,-0.595124,51.375222,16.7792673795188,0.606682721381209,51.37521125,-0.595129625,5.99895754214346,"0","1"
"146",28.8,-0.595085,51.375247,16.91879749201,0.649834338499051,51.375237125,-0.5950925,5.99895754214346,"0","1"
"147",29,-0.595044,51.375271,16.7594131973838,0.69372979813722,51.37526225,-0.59505325,5.99895754214346,"0","1"
"148",29.2,-0.595001,51.375294,16.6317837032336,0.761415448003936,51.375286125,-0.595011,5.99895754214346,"0","1"
"149",29.4,-0.594956,51.375315,16.1297614165202,0.793652667309914,51.375307625,-0.594965125,5.99895754214346,"0","1"
"150",29.6,-0.594908,51.375336,16.6499679306465,0.803936833665183,51.37532825,-0.59491725,5.99895754214346,"0","1"
"151",29.8,-0.594859,51.375357,16.8268003044375,0.807472891505686,51.375348375,-0.594869625,5.99895754214346,"0","1"
"152",30,-0.594812,51.375377,16.0846372360886,0.783064371297274,51.375369,-0.5948225,5.99895754214346,"0","1"
"153",30.2,-0.594765,51.375398,16.4735491786853,0.772292055825397,51.3753895,-0.594775125,5.99895754214346,"0","1"
"154",30.4,-0.594719,51.375419,16.2997157214901,0.796664041526174,51.37540975,-0.594727875,5.99895754214346,"0","1"
"155",30.6,-0.594673,51.375439,15.9058678254783,0.772250781369277,51.375429,-0.5946795,5.99895754214346,"0","1"
"156",30.8,-0.594627,51.37546,16.2990603813528,0.772229638923992,51.375447625,-0.5946305,5.99895754214346,"0","1"
